,0,1
5155,10@2194,61
5156,147@546,1273
5157,141@352,"268,186"
5158,14@1189,1043
5159,142@299,1155
5160,147@963,"1738,186,2071,1479,2017,1514,1479"
5161,83@4761,"1503,1096,1567,2062,1610,1213"
5162,51@2740,137
5163,127@3052,"926,1889,1209,2092,115,557"
5164,29@4003,"1397,896,992,1369,1213,516"
5165,146@1672,1574
5166,128@3010,15
5167,112@5171,"244,1931,1023,1874,249,1078"
5168,101@4270,"1096,1567"
5169,11@2232,1213
5170,149@4030,1441
5171,39@3904,2058
5172,88@2662,941
5173,93@1109,"2079,549,1612,1341,644"
5174,143@4112,"1479,1273,1213"
5175,67@3318,795
5176,93@3924,545
5177,146@232,"1189,246,351"
5178,19@1132,"694,628"
5179,56@626,"289,792,2036"
5180,140@3377,"592,1093,736,62,289"
5181,123@823,143
5182,28@1288,"965,220,1438,864,1514"
5183,60@868,"367,694,934"
5184,96@2776,"694,2086"
5185,86@4023,"1213,2089"
5186,113@502,"529,1155,676,436,596,246,115"
5187,114@5048,"83,186,1990,268,597"
5188,109@4274,"581,268,640,186,545,246,1850"
5189,22@4635,"1870,861,1250"
5190,77@927,"186,1423"
5191,80@2863,88
5192,62@2526,"565,2003,1979"
5193,147@3978,"1621,1931"
5194,53@4488,"1402,1714"
5195,10@2812,"941,649,526,2036,1888"
5196,141@2247,"795,1979"
5197,41@1677,736
5198,108@604,"1043,1870,1280,1874"
5199,103@3345,"186,1213"
5200,144@4783,993
5201,107@1823,"268,77,557,77"
5202,31@4581,"2016,2016"
5203,8@4206,"1278,88"
5204,39@991,"1503,309,186,102"
5205,42@3081,"1706,1302,1690,505"
5206,139@4648,1423
5207,147@3619,"152,1395,255"
5208,29@2847,1273
5209,102@1362,"142,777,1172,1423"
5210,115@977,"1692,1023,1491,596,1423"
5211,100@4110,"1101,142,980,1101"
5212,20@2947,1479
5213,139@933,"186,1315"
5214,92@714,2034
5215,146@716,"1692,1931,246"
5216,75@4266,"15,980,1521"
5217,83@3376,"1978,1278,1650"
5218,147@4519,"1870,1971,1874"
5219,56@4966,"1869,694,508,1479,730"
5220,31@2072,"1099,61"
5221,72@2051,"569,1897"
5222,79@5137,167
5223,141@1293,"452,2087"
5224,39@1131,"1983,186,604,1948,992,1867"
5225,116@2705,"1023,246,1096,2046,246"
5226,38@3950,"199,428,137"
5227,52@3917,"694,1514"
5228,90@3755,"243,1536,731"
5229,83@2680,"2022,731,694"
5230,105@5117,"581,2079,1102,2028,1273,1213"
5231,83@1626,"142,736,2030,731,731"
5232,10@1450,"1423,61,1052"
5233,104@2133,"519,1777,596"
5234,17@1438,1928
5235,62@4923,"1097,237"
5236,18@4984,"152,973,835,246"
5237,56@3393,"792,1273,596,249,2005,605"
5238,10@4898,"1870,1273,394,294"
5239,87@2033,521
5240,60@2270,1213
5241,112@1500,"1093,526,969"
5242,112@3035,891
5243,151@4915,"592,142,1418,1155,1487,256,556,319,1874,1052,384,1985"
5244,1@479,"551,1514"
5245,135@3797,"596,173"
5246,145@795,"1200,992"
5247,143@1082,"1224,422,428,246"
5248,27@3797,355
5249,92@2406,"152,2036"
5250,98@5225,"1873,1692,186,569,246"
5251,30@1687,"1692,705,2030,556"
5252,149@1824,"15,941,243,1078"
5253,115@4512,"1093,385,1397,1948"
5254,62@1962,"694,186,1479,1210,2073,731"
5255,99@3978,"137,1941"
5256,10@1523,"783,581,352,783,1155"
5257,3@2407,"976,1536,1423,1213"
5258,10@4125,928
5259,29@4561,"186,1397"
5260,100@5054,1654
5261,81@3877,"1189,342,565"
5262,75@506,15
5263,51@5131,"31,1078,1649,703,1928"
5264,18@2804,"1423,62"
5265,149@3630,"152,1397,373"
5266,38@2022,"69,694,1813,1023,508,2089"
5267,116@3519,1273
5268,113@3833,"491,137,1717,1874"
5269,39@3575,"142,1172,1874"
5270,143@2088,"1210,445,1213,1804"
5271,146@5107,"163,501,246"
5272,10@1662,"694,1963"
5273,10@446,1503
5274,135@2968,"1714,385"
5275,50@5113,"845,137,469,596,476"
5276,8@1784,"694,143"
5277,62@2644,"77,551,496,1850"
5278,76@4912,158
5279,50@2516,"736,249,605"
5280,28@4781,"1674,1543,565,1867"
5281,42@4363,"845,1874,1026,1874"
5282,147@3844,"694,1104,694"
5283,95@3377,"1093,526,655"
5284,62@850,437
5285,122@989,"186,1928,1023"
5286,143@5141,186
5287,108@3890,"1887,736,1541"
5288,24@2584,"1692,1155,351,941"
5289,7@5245,"941,1023,1423,1068"
5290,104@4923,460
5291,89@2013,"1096,1567,777"
5292,147@5059,1441
5293,86@2777,1023
5294,133@1000,"1933,1004,1004"
5295,94@1891,"1189,491,736,428"
5296,56@4447,"2071,1963,605"
5297,25@4531,1648
5298,83@784,"1273,28"
5299,147@1918,"1397,1878,969,1134"
5300,56@2456,525
5301,101@4900,"1674,202,268,1889,166,556,246,969,1350,1887,10,1889,914,1985"
5302,143@2799,"792,1433"
5303,114@2813,"1632,1479,246,246"
5304,145@4017,"1423,731"
5305,125@5110,1210
5306,48@1028,"1126,792,1023,428,709"
5307,89@2767,1874
5308,147@1131,"77,1744,1948,1956"
5309,133@4035,"268,1650,1738,643,1403,1780,580,1215"
5310,42@3914,"1291,1874"
5311,31@2651,"2003,1514,736,1085,88"
5312,114@2010,1719
5313,143@3002,1213
5314,28@3955,"1099,329,565,1210,1928,1213,385,736,2062"
5315,81@1571,"792,596"
5316,80@4756,643
5317,17@4285,"1599,678,186,230"
5318,124@4249,"182,565,1278,496,88,307"
5319,58@4345,"607,1695"
5320,70@4904,"689,293,1738,1371,1023,955,1643,992,1091,1681"
5321,109@3061,"163,432"
5322,33@3701,476
5323,8@264,1928
5324,139@246,"643,731"
5325,147@416,"1674,186"
5326,35@1233,"1465,1213"
5327,149@1607,"1674,1873,186"
5328,42@3515,"757,186,761,969,246"
5329,70@4455,"592,592,2073"
5330,86@1289,731
5331,63@1565,"1368,1213,186"
5332,18@3399,"2016,1650,898,789,125"
5333,47@2760,182
5334,9@4748,1315
5335,18@4354,"268,835,353,1850,186,928,1719,250,676,1688,1210"
5336,105@2292,949
5337,146@4141,"186,1172,1404,1747"
5338,76@780,"1458,432,857"
5339,83@795,"992,1956,1692"
5340,147@1723,"186,845"
5341,71@3780,855
5342,109@2508,"772,1870"
5343,140@2684,"813,1059,914,1928,645,988"
5344,85@2737,"1639,1946"
5345,79@424,"790,2024"
5346,50@4402,705
5347,72@3695,"795,1177"
5348,92@4613,"1213,1213"
5349,127@246,"341,186,1323,2092,606,1780,324"
5350,105@4150,"268,929,565,1479,1447,1213"
5351,92@1613,"268,635,1744,186,90,436,1548"
5352,88@3512,"152,1423,385,1319"
5353,118@1999,"1441,1780,249,2046,596"
5354,68@5154,"294,1126,1567,1210"
5355,114@4725,"324,186"
5356,16@7,777
5357,100@5020,1874
5358,125@2719,"595,476"
5359,116@4115,1479
5360,99@916,1397
5361,10@2962,"1479,1853"
5362,22@2689,"1078,101,1458,1567,2062,246,1887,2079"
5363,114@4801,83
5364,86@4442,"508,1023"
5365,10@2749,"1612,1765"
5366,16@395,"1674,1189,607,971"
5367,72@3800,"1258,1210,569,246"
5368,125@4992,"1487,1956"
5369,117@3010,"380,1423,1091"
5370,128@335,"293,1441,1960,102"
5371,20@1698,186
5372,70@4423,"694,861"
5373,73@4740,1036
5374,9@3458,"422,1423,62"
5375,47@632,"941,694,152"
5376,147@916,"777,622,1423"
5377,42@77,"787,969"
5378,103@330,"757,24"
5379,67@497,"186,1023,596,1475"
5380,109@526,"1546,246,605"
5381,39@168,"196,1674,1243,1145,268,565,496,799,1243"
5382,129@1839,"1093,100"
5383,81@208,"137,1849"
5384,121@4761,"1714,1023,2062,1210,1567"
5385,95@4596,"1078,861,1639"
5386,91@2404,"643,1104,694"
5387,115@3480,694
5388,89@2331,"436,1479,596"
5389,115@3466,"2024,293,694,1650"
5390,88@208,"675,738,1315,1479,761,731"
5391,88@393,419
5392,74@3303,"694,835,1155,186,1567,992,1213,1058,70"
5393,56@1933,1874
5394,92@3582,"1479,62"
5395,56@3608,"736,592,1670"
5396,134@3545,"942,1983,1308,755,1948,246,1213,1867"
5397,56@1597,"152,689,1971"
5398,9@4168,"1276,1023,62,1956,605"
5399,64@5213,"736,1567,1423,1873"
5400,137@1955,"1530,596,1215"
5401,151@2650,"711,42"
5402,136@3160,1363
5403,99@3572,1096
5404,31@2845,"1096,1411,1567,380,1567"
5405,74@3229,"1674,1397,1054"
5406,66@3053,"268,130,1213,521"
5407,131@2914,"285,1913"
5408,102@178,"736,1665,2071,428,255,712"
5409,50@2830,"1873,736,1059,186,1023,1213,142,1059,186,2071"
5410,51@4544,"929,77,1155,2009,755,1426"
5411,145@5230,"1146,1397"
5412,8@4282,"1126,605"
5413,56@2364,"293,137"
5414,71@1082,"1692,1213,186"
5415,79@4388,"1874,1213,731"
5416,67@2219,1690
5417,92@4561,"581,1963,1279"
5418,108@3323,"736,1567,565"
5419,100@5143,1652
5420,43@3833,"1654,1869"
5421,151@4874,"1567,479,1213,1567,941,1096,1487,958,941"
5422,74@3757,1533
5423,76@4050,"694,980,1005"
5424,3@2215,694
5425,77@77,"969,479"
5426,83@2750,"581,1582,1193,1213,1674,1256,268,565,547"
5427,39@2551,"1503,1487,607,1479,102,646"
5428,100@416,1674
5429,151@1337,"941,1104,694"
5430,83@2863,"2087,1978"
5431,100@147,1096
5432,69@4757,"77,1874,689"
5433,103@1081,"152,703,101,1397"
5434,43@4689,"565,1479"
5435,142@5144,596
5436,150@823,"1273,1423"
5437,92@4439,"941,83,186,931,445,643,445"
5438,151@4629,"1479,1946"
5439,45@2535,"1945,992,1213"
5440,10@4198,"1692,703,1172,1467"
5441,43@95,"683,777,1461,1213,1669"
5442,86@2282,"21,1946"
5443,62@4908,"592,705,1172,1423,62,1091,709"
5444,38@778,"337,1172,1213,142"
5445,79@4623,1743
5446,131@4886,1423
5447,45@3160,"1093,55,605"
5448,114@4494,"1639,662"
5449,140@3854,"738,1423,186"
5450,152@4503,"186,1928"
5451,42@2103,"83,694,2030,102,1400,1104,835"
5452,39@2658,"1372,581,268,1381,9,491,1632,607,1479,324,1372"
5453,26@3766,1956
5454,146@4594,77
5455,144@5067,"1674,1397,777"
5456,141@806,795
5457,132@205,"1947,101"
5458,31@2326,"1692,428"
5459,127@4081,"1473,1245"
5460,83@3334,"142,1155,186,1641,557,605"
5461,146@3154,"61,383,917,1273"
5462,56@3032,"590,428"
5463,24@822,"1621,965,1886,1213,124,1243,361"
5464,59@2764,"15,1270,1023,1094"
5465,1@1218,1441
5466,76@1157,"1632,186,628,547,1514,1213,731,1023,605"
5467,78@4773,961
5468,114@4360,"186,969"
5469,92@3972,1928
5470,40@113,"1913,125"
5471,96@557,"100,1692"
5472,88@1616,"270,505,143,180,385"
5473,10@1131,"635,2003,1956,1946,1522,342,565,992,979,1956"
5474,142@596,"428,1423"
5475,69@4827,1479
5476,73@4921,689
5477,43@4320,1441
5478,37@840,"2071,596,1403,605"
5479,120@1933,855
5480,115@3745,"941,1073,186"
5481,129@4075,"1874,1213"
5482,8@4307,592
5483,147@2045,"965,835,565,565"
5484,29@2946,1479
5485,92@340,"1946,268,1978,1397"
5486,13@3873,"1900,777"
5487,61@1321,"186,186"
5488,149@3069,"186,1479"
5489,31@299,"1135,2071"
5490,116@2308,2036
5491,75@3623,"941,2093"
5492,147@2496,"268,622,1210,1873,256,557,1213"
5493,130@4206,"491,1996,1044,1278,1368"
5494,56@4377,"268,1340,565,596"
5495,96@3754,"1971,1273,969"
5496,128@4931,"1397,1239"
5497,36@4513,450
5498,59@1594,"711,2089"
5499,137@2639,757
5500,147@520,795
5501,28@4439,"143,1558,1952,1874,596,445,124"
5502,39@205,245
5503,51@5052,"65,645"
5504,131@335,1743
5505,92@5181,"491,738"
5506,42@5143,"1215,1652,150,580,2071"
5507,71@4021,"529,83,1425,1514,476,1947"
5508,61@202,1479
5509,3@5152,1273
5510,50@2765,"2055,207,987,1210"
5511,105@442,"581,913,1455,509,643,565,761,1213"
5512,151@3904,853
5513,117@2671,966
5514,46@1073,"15,1215,540"
5515,98@2723,1946
5516,39@1144,"268,77"
5517,32@4220,"1479,2093,1928,1213"
5518,102@4338,307
5519,116@1336,"152,1139,1155,1952,931"
5520,63@2320,"1869,694,246"
5521,41@899,1273
5522,77@3132,"736,2007,1423,246"
5523,79@2753,565
5524,37@1962,"694,1441,1104"
5525,92@2066,"1674,1482"
5526,96@758,1048
5527,151@1652,"757,324"
5528,125@5251,835
5529,114@2571,835
5530,80@1068,1311
5531,38@210,"1101,2089,1213"
5532,20@1013,"581,186,1928,324"
5533,133@1281,1870
5534,144@4002,"581,77,421"
5535,47@4143,"761,1928"
5536,96@5050,"1372,1243,268,581,565,1044,65,1189,268"
5537,137@1366,1114
5538,99@963,"1023,1091,1479"
5539,44@2399,"694,1991,1059,1844,2043"
5540,92@1925,941
5541,56@1174,"1674,1189,581,835,479,445,969"
5542,35@1690,"491,1878"
5543,50@2622,"152,581,1692,1714,694,596,207,1248,186,249,1091"
5544,75@1718,88
5545,103@2234,1582
5546,93@3694,"703,1963"
5547,120@5129,"1719,268,1426,1213"
5548,71@1529,"1310,373,114,479"
5549,139@2133,1278
5550,6@3262,"137,1126,1479,761,522"
5551,68@3800,152
5552,42@4308,"294,1479"
5553,139@3864,"1729,1263,1213,428"
5554,100@3756,596
5555,67@2900,"202,195,1873,293,1210,444,1213"
5556,56@3697,"354,1023"
5557,86@4148,"757,605"
5558,26@4769,"412,565,1126,62,1104"
5559,67@4524,496
5560,96@5020,"152,293,2089,1475"
5561,66@11,1155
5562,142@3800,186
5563,38@3942,"115,709"
5564,78@2209,"1503,268,891,643,1612,1315,1514,176"
5565,61@939,"1135,186"
5566,88@4569,"2046,385,731,2046"
5567,92@1909,"1674,1878,1243,1059,992,186"
5568,16@3454,"1189,719"
5569,86@2897,1104
5570,88@403,"941,31,146"
5571,61@5068,186
5572,78@3377,"1023,428,655"
5573,8@970,"941,549"
5574,101@3742,"757,590,324"
5575,48@3281,"428,1979,1016"
5576,110@2045,"581,635,1155,545,2003,1314,767,1956"
5577,143@429,"1971,61,1213"
5578,47@1461,"1977,755,1283,1083"
5579,71@1310,"268,777,694"
5580,74@977,"643,1315,1650,1732"
5581,152@2681,"268,274,1743,1581"
5582,147@52,"1954,137,1874,1178,1009,1213"
5583,69@943,777
5584,7@4193,"1395,965,1129,777,845,1397,2052,256,1213,1514,115,1727"
5585,47@61,1273
5586,71@3565,"1670,961"
5587,61@120,186
5588,96@653,1514
5589,117@1653,"1096,736,1155,1323,1984,1963,1956"
5590,65@52,"777,565,137,196"
5591,118@2519,"592,293,777,2036,1469,1210,268"
5592,90@893,"268,460,1780,992,1369,1956,1345"
5593,119@22,"581,1213"
5594,10@1081,1423
5595,82@3960,795
5596,133@333,"581,1692,835,324"
5597,145@2173,1958
5598,8@5252,1479
5599,26@30,1273
5600,56@235,"941,738,1315,1441,1467"
5601,69@1214,"1873,186,479,1213"
5602,52@2845,"341,1096,294,1484,385"
5603,42@2352,868
5604,80@3029,"24,77"
5605,62@4102,"1946,186,675"
5606,135@1472,"1674,993,2030,445,2030"
5607,3@4102,"1548,792,2071"
5608,95@24,"1372,268,1155,186,1567,1956,1213"
5609,89@5062,592
5610,35@4369,"1873,1479"
5611,106@5099,2016
5612,60@3207,"324,1956"
5613,104@1975,170
5614,92@3344,1023
5615,144@3108,1874
5616,37@5132,"1869,1719,145,1044,604"
5617,64@2649,"246,230"
5618,149@898,1479
5619,118@2645,"246,731,31"
5620,43@4261,"1093,1986,185"
5621,122@1853,1845
5622,114@3241,731
5623,56@2403,1273
5624,124@2595,"795,1336"
5625,39@3067,"1654,1947,1105,1418"
5626,24@717,268
5627,147@2023,"646,61"
5628,22@1598,"1487,1479"
5629,152@1491,545
5630,15@2619,"1674,268,77,1151,460,604,496,1243,1719,460"
5631,39@1653,"293,1096,246,549,1423"
5632,20@423,1273
5633,10@3131,"491,1738,246,2073,249"
5634,108@2239,"551,1315"
5635,45@4235,1164
5636,6@302,"1869,1536,1023"
5637,123@4417,"901,507,1273,662"
5638,101@4676,"592,757,1692,2005,1023,618,1928,1213"
5639,48@4319,1078
5640,45@435,"1674,1372,268,588,835,565,1238,1044"
5641,114@579,"757,929,268,597,607,1479,1952,255"
5642,78@1523,"581,1155,1014,1844,1979"
5643,100@1538,675
5644,108@2757,"785,61"
5645,102@171,"757,746,1888,1956,746"
5646,43@1350,"914,1479,1651,128,1213"
5647,90@743,"1155,186,565,2003"
5648,83@2199,1213
5649,3@5114,"1189,268,581,186,1567,596,1648"
5650,98@2268,"736,905,1521,1933"
5651,47@1317,"143,635,1155,1679,778,596"
5652,149@3146,1135
5653,81@856,"428,1521"
5654,127@2709,855
5655,7@3082,491
5656,35@3281,"62,969"
5657,56@278,"1101,1172"
5658,26@4493,"293,62,289"
5659,84@2534,"1714,565,445,180,351"
5660,76@2118,"1996,1978"
5661,28@513,"676,931,1247,1213,11"
5662,122@1166,"268,581,835,1744,1044,1928,1441,29"
5663,46@709,"2002,1870"
5664,149@2366,2016
5665,60@813,"689,643"
5666,144@1842,761
5667,129@1534,"1397,565,1213,1397"
5668,39@3010,"1188,2063,1213"
5669,39@1699,"47,449,186"
5670,62@2683,"1096,186,1397"
5671,111@4322,43
5672,147@471,289
5673,13@4649,1650
5674,56@2540,"1315,1273,61"
5675,66@2952,"130,1023"
5676,114@1230,"689,186,2073,1104"
5677,116@4508,"1048,592"
5678,136@770,"694,643"
5679,13@1099,1479
5680,56@5070,"186,1963,539,1213"
5681,105@5000,"1189,1530"
5682,61@3935,255
5683,116@4334,88
5684,74@596,"736,1423,992,1956,565"
5685,62@2698,"1657,285,140"
5686,41@4052,1397
5687,3@4640,"674,1530,888"
5688,59@4152,"604,496,1369"
5689,75@1995,"565,1874"
5690,10@202,"806,1126,1873,1397,746"
5691,14@1565,"581,1155,1928"
5692,150@4296,"891,1096,385"
5693,86@1452,1441
5694,22@579,"460,1213,1369,1928"
5695,111@984,1669
5696,136@228,"705,1091"
5697,22@2699,724
5698,120@2874,"1574,124,1956"
5699,88@3770,"1372,694,186"
5700,42@3474,"268,1878"
5701,54@3461,"992,1369"
5702,38@3161,"1567,1213"
5703,49@5123,"835,186"
5704,56@2660,"289,1931"
5705,132@2354,"1719,77"
5706,146@172,"268,182,896"
5707,104@4206,1368
5708,92@2502,1172
5709,43@4819,"941,1869,1162,1886,1873,743,1397,137,1023,2028,1397,761"
5710,109@1429,77
5711,22@4024,"736,2002,1368,1273,1213"
5712,42@660,"941,581,1023,501,1368,1637,983"
5713,70@2769,"1397,1023,1023"
5714,63@1538,1931
5715,129@5085,2016
5716,92@2446,"83,835,496,992"
5717,42@92,"1521,1078"
5718,96@1093,"152,1479,1208,809,385,969,777"
5719,113@2738,1078
5720,122@39,"1869,376,529,689,1744,1397,1567,1213,324,1869,689,1938,596,761,6,1213"
5721,56@196,"792,1023,1669,1023"
5722,32@4246,"757,61"
5723,137@3687,"268,1046,914,1567,428,1447,1475,1567"
5724,90@611,699
5725,83@5154,"1873,1449"
5726,22@3647,"289,428"
5727,3@3486,778
5728,112@70,"137,294,1479,565"
5729,146@861,"689,990,1172,246,180"
5730,58@1850,"1043,1023,230,1023"
5731,106@3010,"2002,2071,1403,1237,1732,605"
5732,140@2757,"1546,1273"
5733,79@3266,"152,186,1213"
5734,152@5123,"604,1213"
5735,53@2258,1081
5736,29@77,"1529,289,1441,2036"
5737,139@828,"646,646"
5738,138@587,289
5739,149@1309,"1479,1273,1817"
5740,83@3026,"694,214,1210"
5741,5@4931,"1978,1408,1946"
5742,39@4911,"811,1731"
5743,77@2352,"694,1546,353,1273,62,1213"
5744,88@2624,1213
5745,127@1512,"941,1873,581,1213,1517"
5746,18@3219,"361,316,941"
5747,61@249,"2016,1479"
5748,3@3403,"865,234,186,596,445,1648,255"
5749,56@513,"592,835,124,124"
5750,116@3646,"2016,2016"
5751,12@3034,1044
5752,76@2702,"243,1529"
5753,118@3455,"941,980,1213,1928,385"
5754,140@3333,"1527,777"
5755,10@3767,491
5756,139@4316,"268,1155,186,1213"
5757,62@1884,1213
5758,92@3241,"1991,1023,1479"
5759,48@5215,"1023,1567,385"
5760,122@977,"581,142,293,777,1172"
5761,32@4356,"539,1874,1213"
5762,137@2525,"586,125"
5763,131@2208,"891,246"
5764,151@3635,"268,835,1155,731"
5765,102@1185,"1210,385"
5766,45@659,"941,324,731"
5767,35@284,"581,1487,1213"
5768,120@4686,"694,980,596,2073"
5769,84@3729,"62,1669"
5770,151@3820,"1869,1527,565"
5771,96@2657,"142,1889,449"
5772,61@3315,"1078,1874"
5773,93@1750,"1046,1931,142,1873,1315,1178,1521,1213,146,549,186,1126,702,605,428"
5774,41@102,1546
5775,126@2322,694
5776,79@133,897
5777,101@3276,"474,474"
5778,123@1175,"1172,1210,246"
5779,143@128,1441
5780,15@1624,"1243,1979"
5781,3@4724,"1652,1692,736,1763,1172,1423,2081,1530"
5782,95@4413,"1567,2024"
5783,146@857,"777,246,1210"
5784,30@4520,"1674,865,1650,1155,703,1096,256"
5785,21@4956,1023
5786,87@27,"268,581,1243"
5787,51@2150,"564,1479,1213,42,592"
5788,48@839,"284,946,324,101"
5789,42@3686,1479
5790,10@2837,"1874,1669"
5791,50@1909,"1176,835,479,581,1674,341,1873,768,2030,1397"
5792,144@1246,"83,342,445,1213"
5793,80@3851,"643,1278,1243,186"
5794,31@2091,"142,1418,694,980,1023,1172"
5795,93@3834,795
5796,90@1428,"491,1096,1714,2003"
5797,48@411,"941,1096,1888,1548,268,1664,1172"
5798,19@2830,"1692,1023,1963"
5799,105@3719,"1302,102,1956,1956"
5800,18@2538,"1189,77"
5801,111@778,186
5802,87@4767,"1744,1243,1405"
5803,10@3642,1874
5804,46@4315,186
5805,149@3134,900
5806,149@4943,"101,61,1027"
5807,139@2489,"186,777,65"
5808,101@1581,913
5809,50@960,"83,835,1946"
5810,144@444,"1023,1828,180"
5811,100@3345,"1372,142,810,189,1213,1956"
5812,13@3864,"581,1213"
5813,104@3755,"152,1224,1873,1213"
5814,80@1653,"1177,1650"
5815,109@2122,"965,77,1889,186,1867"
5816,81@1273,"1873,2062,946,1873,1023,1567"
5817,145@4548,"941,2037,137,1023,526,728,62,992,1956"
5818,83@4524,"1310,77,186,931,1310"
5819,42@707,"1479,168"
5820,150@4917,294
5821,46@390,"835,1092,268"
5822,15@2958,"725,777,1874,1979,1500"
5823,10@2326,"592,1023,1731,1210"
5824,76@560,"2024,1023,1872"
5825,127@3207,"1973,309,130,643,1952,596,1019,115"
5826,63@4899,388
5827,3@2870,941
5828,144@1991,"1621,380,123,228,186,777,1972"
5829,78@3800,"1078,186"
5830,56@570,1428
5831,86@4921,1787
5832,120@2808,"1372,268,835,1874,1009,385"
5833,143@522,"1006,1213"
5834,22@298,1979
5835,69@1461,"1869,1155,565,12,1928"
5836,104@761,"130,755,565"
5837,135@3725,"1787,1258,1548,605"
5838,90@4743,179
5839,83@3664,1829
5840,103@1443,"694,1078,694"
5841,75@4168,"268,428,596,2089,605"
5842,128@4731,"1372,268,1047,1956,351"
5843,71@1284,"142,643,1023,1273,380"
5844,50@3521,"328,1979"
5845,16@4306,"152,142,694,508,1441,2001,1874,1475"
5846,73@5033,"508,1213"
5847,126@3985,"705,1423"
5848,96@3859,"1101,2002,186,818,1423,1500"
5849,150@130,"1397,1023,1213"
5850,149@2557,"1874,1423"
5851,104@3683,1986
5852,114@2901,186
5853,69@2234,"1372,592,1743,256,821,731,865,694,835,1650,1059,1209,602,1743"
5854,83@4867,"2024,274,556,1210,1674,1632,1743"
5855,22@4124,"1979,694"
5856,131@3116,1947
5857,88@3582,"736,1963,428"
5858,79@1941,581
5859,42@3009,"152,1397,259,1874,1952,246,247"
5860,70@3503,941
5861,99@506,"15,705"
5862,146@3815,370
5863,127@4112,"61,646,1349,61,1155"
5864,30@4652,"1155,1290"
5865,6@3769,1441
5866,16@1074,"592,1536,1397,115"
5867,152@851,186
5868,45@840,"2071,727"
5869,140@2719,"1023,246,731"
5870,83@638,"1126,1514,535"
5871,149@1331,"689,294,1606,270,1078"
5872,6@4006,"1873,1096,294,1213"
5873,10@3855,"1719,581,268,1744,565,1952,1092,1423,1563"
5874,77@628,1221
5875,106@3745,"1093,746"
5876,0@1199,"508,1210"
5877,84@4799,"1869,564,24,261,246,143"
5878,142@3397,"1372,1719,268,1155,640,545,1963,1243"
5879,99@53,"565,1514,777"
5880,151@1987,"711,795"
5881,16@3855,268
5882,131@1967,1385
5883,27@3800,385
5884,119@3320,1874
5885,89@909,"757,61"
5886,81@1192,137
5887,2@2733,"1475,1263"
5888,57@3477,"891,385,143"
5889,151@4845,"643,1397,596,1956"
5890,149@24,"491,565,479,565"
5891,74@2750,"1719,643,557"
5892,149@4519,1273
5893,79@1768,"581,835"
5894,8@2146,"83,1796,565"
5895,28@1128,"2036,596"
5896,13@4563,"186,1213"
5897,145@2127,596
5898,66@202,"746,1514"
5899,13@1088,"1479,1962"
5900,6@3005,"186,1844,1213,1956,1126"
5901,42@3538,1093
5902,8@960,1674
5903,137@3279,596
5904,88@4380,"146,186,1189,1536"
5905,102@4210,1639
5906,102@816,"1155,738,1247"
5907,26@4890,"1692,1479"
5908,140@524,"163,777,1273,563"
5909,137@228,596
5910,125@3973,1743
5911,96@1709,"191,1874,946"
5912,99@3854,"1023,1874,1210"
5913,109@4941,"755,496,1850,1350"
5914,126@5012,"777,1479,1213"
5915,101@5104,"1189,736,131,1546,643,246,102,445,731"
5916,72@3963,"186,2071,1023"
5917,113@2541,"1189,835,388,186,1811"
5918,137@4419,"1845,1874"
5919,85@1654,"247,268,1744,470,1484,992"
5920,83@368,1925
5921,18@2531,"152,1729,509,1938,1731,2079"
5922,139@1861,"83,1155,186,476,186"
5923,61@4548,1874
5924,79@4899,"268,1213"
5925,114@4311,61
5926,2@3490,"268,777,176,969,499"
5927,35@1777,"853,662"
5928,143@2126,"1873,777,556,1213"
5929,80@2483,"186,1423"
5930,28@4381,186
5931,45@335,"186,992,1213,77,186,62,1213"
5932,119@2121,"137,1078"
5933,43@4267,792
5934,110@2182,"2072,1096,1397,1567,596,1928"
5935,52@573,1273
5936,42@4150,"1479,1279"
5937,121@2723,"346,2045,2062,1213,731"
5938,99@4221,1423
5939,22@2748,"1780,293,186"
5940,70@2370,"1273,1707"
5941,10@3800,"186,1567,2062,385"
5942,61@1443,186
5943,87@3774,"581,421,259,931,1243,498"
5944,102@1722,"835,1744,1243,294,62"
5945,42@4679,"1674,1142,1719,83,1650,460,509,545,1874,992,115,1213,268,1874,596,1213"
5946,140@4192,"736,941,581,186"
5947,35@1225,428
5948,92@143,"1479,1273,62"
5949,131@2781,565
5950,101@3893,"2016,2016,2016"
5951,44@3776,"186,446"
5952,147@505,"1096,428"
5953,56@2004,"142,1172,1091"
5954,98@1140,186
5955,89@956,"736,1475,246,1732"
5956,100@3355,"1213,1725,1567"
5957,16@724,"835,1487,645"
5958,116@4906,"630,1273,2058,662"
5959,81@720,"757,246,1213"
5960,59@9,1016
5961,96@2226,"137,1213,969,1732"
5962,92@2299,"1531,1278"
5963,15@602,"1869,1543,1155"
5964,114@4930,"214,2043,676"
5965,56@185,"1155,1059,596,61,445,77,835,1441,1397,169,1952,1780"
5966,147@3146,"2071,605"
5967,142@3394,"1506,324"
5968,122@1034,"2016,125"
5969,126@4758,"835,1874,1423,992,1213"
5970,20@4614,"152,738,186,1397"
5971,84@3664,"860,88"
5972,35@1817,"959,1399,694"
5973,56@12,"15,1903,188,2099,1023,1874"
5974,112@163,"1925,1874"
5975,3@604,1870
5976,74@3966,1023
5977,120@513,"1873,1425,1928,1719,581,1928,596,1674,83,1298,1874,596,1213,124"
