,0,1
1730,92@4275,933
1731,81@2485,"980,1548,1941"
1732,31@1824,"1738,186,1423,1849,1213,1248,1403,1023,1999,1016,709,1928"
1733,96@4944,186
1734,16@199,"929,993,1514,1928"
1735,103@3106,1265
1736,56@4974,"1155,839,565,176,1213"
1737,97@1967,"1674,1155,496,516,1191"
1738,35@345,"1874,1273,1946"
1739,83@2912,"186,731"
1740,92@330,"757,643,268,1368"
1741,104@2274,1273
1742,110@3703,1213
1743,130@4454,"590,1530,646,946"
1744,81@899,"757,792,2079,1874,1946"
1745,127@1267,"2005,1643"
1746,149@3236,"891,777"
1747,37@2029,"1093,137,605"
1748,48@2206,"24,1380,1380,2003"
1749,56@5003,"1909,736,90,1874,1479,596,61,605,1023,137"
1750,52@2778,1870
1751,50@1927,"596,759"
1752,14@3357,1025
1753,89@2614,"142,428,1941"
1754,4@1277,"698,547,293,581,186,1952,596,324,1869,186,757,920,83,1155,931,1522"
1755,81@2327,"689,146,1956"
1756,107@714,"429,88,22"
1757,106@1930,"1869,746,565,1126,596"
1758,114@516,"62,1458"
1759,104@467,"268,137"
1760,28@2522,"694,186,581"
1761,74@192,274
1762,68@1131,"1155,1983,1308,914,186,596"
1763,47@1227,"1874,586"
1764,78@4872,"1048,1479,1315"
1765,145@1982,"1732,709"
1766,116@3042,"1093,1172,1956,1315,596,1093,1023,479"
1767,104@4249,1441
1768,61@297,"182,1479,896"
1769,31@3732,"792,1273"
1770,42@1346,"15,727"
1771,149@4295,"1514,1479"
1772,10@4799,"1213,324,1946"
1773,19@559,"1155,835"
1774,21@1064,"1889,1487,1567"
1775,104@4484,792
1776,106@2719,"1714,1536,1844,596,1210,728,246,15,1844,728"
1777,135@1317,"1213,635,1213"
1778,69@1676,"268,1514,376,1487"
1779,48@4179,"12,74,353,1479"
1780,26@1731,"891,110,428,176,1888,385,1130,1096,2036"
1781,42@1784,"1093,1780,1815"
1782,103@4080,"152,1142,163,613,1744"
1783,92@4747,"47,689"
1784,139@2550,"323,425"
1785,60@1282,"1397,322,1213,385"
1786,56@3661,"596,1732"
1787,10@2828,"2024,731,186,1874,1213,268,1213,131,110,1875,2089,406,1210,324,324"
1788,44@4293,"1567,1213,731,1243,835"
1789,44@3900,1439
1790,99@1943,"694,1828"
1791,122@1285,"1355,643,1369,15,718"
1792,78@1480,"726,1048"
1793,22@263,761
1794,127@4285,"581,191,230,324,1714,1953,1418,1714,1267,230,731,976,230"
1795,1@3334,"293,641,596,1928,2027"
1796,60@39,"689,1512,385,731"
1797,112@2624,792
1798,95@4943,"777,1273,1423,731"
1799,152@2808,"1869,1014,1874"
1800,102@2140,1409
1801,62@3641,"47,15,2073,731"
1802,152@5144,"1479,2089"
1803,151@5013,"1224,694"
1804,92@2910,"2003,1963"
1805,88@3256,"1825,69,186,61"
1806,151@2262,"941,1503,592,268,1210,1873,1487"
1807,106@4484,1423
1808,45@2343,"2055,62"
1809,51@4211,"757,596,428,1986"
1810,81@4070,"1189,1340,676,1213"
1811,4@2696,"508,937,1210,1104,694,731"
1812,99@4243,795
1813,22@77,1273
1814,81@1170,"1889,1279,1096"
1815,149@1066,"941,835,515,1487,607,1263,324,268,740"
1816,56@2556,"1038,1091"
1817,138@1331,"1093,186,1567,278,1213"
1818,147@1117,"689,581,694,1709,941,491,777,1213"
1819,104@3216,88
1820,83@4818,"62,2058,853"
1821,22@1237,"1096,428,1928,1567,385,891"
1822,5@5,"581,1714,1889,186,1397,1604,1210,905,115"
1823,145@272,"505,1023,1510"
1824,4@2956,"2016,845,2016,845"
1825,22@3210,736
1826,121@3511,"1787,143,845,1172"
1827,109@4038,"757,565,162,77,1372,268,545,1956"
1828,50@2776,"325,137,142,596,149"
1829,151@362,"1511,142,1874"
1830,56@942,"1692,1433,1874,905"
1831,74@3617,"1145,1155,1397,557,255,1213,1664"
1832,37@2483,"289,861,1397,2028,2036,289,1479"
1833,151@3022,"1874,324"
1834,56@2795,"1093,1078"
1835,103@3142,1213
1836,76@4753,"268,1397,1023,1005,969,1213,1441,1213"
1837,50@4105,88
1838,56@4467,"1072,1924"
1839,78@1129,"142,694,1023,302"
1840,107@2673,"1692,1669"
1841,32@4854,"1869,152,1873,293,1632,186,1210,1210"
1842,3@2342,"689,143,428,605"
1843,88@4793,"567,428"
1844,69@4915,"1213,597"
1845,10@4406,"1273,1014"
1846,83@1653,"1897,385,428"
1847,8@813,89
1848,102@486,"736,186,428"
1849,35@2110,246
1850,92@5154,"592,1155,458,1479,941"
1851,44@4306,694
1852,40@2930,896
1853,112@1962,"69,1931,736,1023,2073"
1854,88@4950,"62,1423"
1855,19@4132,"1692,1963,730,731"
1856,56@1562,"293,137,289,2061"
1857,145@4872,"293,709"
1858,45@330,"757,925,1107"
1859,137@52,"1928,1650"
1860,2@373,"630,1273"
1861,58@3269,1874
1862,127@2609,"1674,1189,689,1155,835,777,565,1928,753"
1863,99@4464,"1503,376,341,1487,1023,331"
1864,149@526,"1621,736,87,1096,806,1009,1217"
1865,99@2256,"1657,1913"
1866,113@5081,1956
1867,54@1099,"694,186"
1868,74@1043,"592,289,2036,1763,428"
1869,22@3631,1273
1870,57@2824,"12,966,1423"
1871,83@3917,"1213,47,1096"
1872,102@4314,"592,941,941"
1873,92@4252,62
1874,79@4889,"372,270,1873"
1875,137@4040,1874
1876,145@4441,711
1877,140@3455,"2071,319,445,284,731,1632,1397,1146"
1878,73@3078,1016
1879,10@1748,"1089,268,309,565,1928,1213,1321,480,581,293,1155,509,186,1479,1866,1928,446,324,1956"
1880,35@751,"1093,581,1479,1874,1213,1928"
1881,50@2786,"1157,526,596,102,761,61,1213,980,256,992,731,1094,821,1652,2071,1023,1178"
1882,99@3420,"102,1423,590"
1883,35@2131,"498,1853"
1884,10@2649,"1422,565,191,1542,1210,230,230,592,1356,1714,2079,449,191,319,557,230,1567,1732"
1885,86@1120,"1273,62"
1886,122@4777,"681,268,597,1991,1948,1213"
1887,115@2400,1639
1888,131@4526,"1213,731,2089"
1889,112@3280,"592,1869"
1890,25@1716,"142,1971,1423"
1891,148@2335,"77,604,516,936"
1892,28@2848,"845,596,993,186,689,565,255,152,1224,736,1397,255,993,1372,186,581"
1893,114@1205,"186,1971"
1894,84@4943,"694,829"
1895,96@2762,"1423,28"
1896,151@4036,"1744,324"
1897,4@5139,"845,62,246,1168,1213"
1898,96@2561,"792,1023,1874,1273"
1899,142@301,"777,1567,1479"
1900,50@4326,1874
1901,124@1857,206
1902,134@3789,246
1903,49@3900,"2016,1913,2016"
1904,149@1184,246
1905,1@4757,"1869,689,1715,1423,1213"
1906,20@395,1956
1907,99@3771,1874
1908,72@4012,"1787,428"
1909,88@877,"142,1096,1315,850,102,1213,1104"
1910,88@196,"670,605"
1911,59@4933,2089
1912,14@3326,"581,731"
1913,35@5172,"268,377,422,491,385"
1914,50@3369,"137,526,526"
1915,31@228,1091
1916,144@4941,"581,268,1265,460,1850,762"
1917,148@1003,"941,1931,2089"
1918,48@3533,1423
1919,86@4144,835
1920,51@4205,"643,230,731"
1921,70@4671,571
1922,10@3173,"142,100,1023,255,142,1134,428"
1923,145@1653,1096
1924,42@4949,1479
1925,132@590,"186,836"
1926,135@4001,"662,766"
1927,66@3827,"1479,1874"
1928,31@3079,"1224,694,2073"
1929,34@1715,"268,1986,1928"
1930,147@1081,"738,646"
1931,151@1641,"928,31,509,1423,992,1467"
1932,17@1900,"268,77,1875,565,246,1213,731,482,872"
1933,15@1268,694
1934,62@104,"1947,1273,662,1027"
1935,14@5067,1873
1936,89@1710,246
1937,141@4275,"711,795,1979,605"
1938,58@2669,"941,350,249,230,1956,1931"
1939,114@2009,1479
1940,150@645,"1787,1096,569"
1941,103@4118,565
1942,47@568,"1801,186,545,1928,1956,1867"
1943,61@931,1479
1944,87@1979,1099
1945,10@506,"941,1093,705,1418,596,1783"
1946,92@383,"1142,293,1479,596,1928,581,9,596"
1947,141@2066,460
1948,104@4338,460
1949,101@4195,"1530,428,689,428"
1950,42@1909,"1869,187,130,1452,1323,1874,1479,1213,152,324"
1951,18@4183,"590,1780"
1952,112@665,"1652,592,2071"
1953,10@1993,"157,1213,1690,186"
1954,115@116,596
1955,10@419,268
1956,98@2464,"1503,2062,1104"
1957,86@2831,1104
1958,145@2488,"694,1650,1953"
1959,144@960,"835,1323,1213,1213,1674,835,604,351,835,353,1168"
1960,61@1756,"186,186,1273,596,1213,186,1690"
1961,68@2017,"1155,1948,596"
1962,128@4371,"1310,268,604,896,1288"
1963,65@1041,"186,1213,731,835,545,1213"
1964,137@4202,"941,163,294,1215"
1965,92@3382,596
1966,95@2723,"270,1096,1023"
1967,88@2,186
1968,64@243,"1224,581,738,1479"
1969,16@3011,"592,142,1172,217"
1970,54@3592,"565,1867"
1971,10@565,"187,1632,738,777,643,1952,596,2077,274,130,731"
1972,92@3688,1732
1973,137@4872,"2037,1866,1423,770"
1974,101@4769,"590,689,694,508"
1975,120@3714,"168,237"
1976,147@5203,1401
1977,142@478,"1931,231"
1978,59@3377,"1093,2079,1441,810"
1979,67@723,"1584,2001,1706,61,428,655,655,255"
1980,31@2828,"1909,1874,1213,941,186,246,1213,324"
1981,92@3333,"937,1844,42"
1982,114@4921,1874
1983,96@1101,1874
1984,102@3464,"186,446"
1985,56@461,552
1986,100@4949,"289,966"
1987,92@98,"941,1189,1213"
1988,92@3447,"581,1617,445"
1989,47@963,"1931,1091"
1990,17@1189,1870
1991,149@3917,268
1992,151@4911,"1078,2036"
1993,69@619,"1696,605"
1994,146@4559,"1561,2071,1023,992"
1995,75@296,596
1996,62@2235,"736,1423"
1997,2@39,"186,6,246,42,1213,1397,1509,187,293,1155,1874,1928,1956,1873"
1998,100@2776,"583,1760,1363,1530,941"
1999,122@1923,"152,1886,268,581,689,643,992,731,268,931"
2000,56@4263,"1873,731,1674,1418,714,839,755,445,1213,731,112,1189,31,1953,835,640,241,1717"
2001,61@1955,596
2002,42@2375,"1048,655"
2003,64@4063,"1096,1126,1567,1273,1210,176,385,1096,955"
2004,32@2355,"1096,2079,1567,385,643"
2005,127@21,"941,216"
2006,126@1291,"2016,1924"
2007,147@795,"941,1938,137,2046,1928,1213,605,186"
2008,103@5049,"835,268,835"
2009,59@3800,"891,2089,385"
2010,42@1565,"1189,186,1567,246,1213,1960,324"
2011,1@2667,"1674,268,643"
2012,18@4307,"270,1363,1760,249"
2013,62@3012,"1423,1946,270"
2014,88@4261,"2003,428,249,293"
2015,32@3909,"853,1874"
2016,41@4113,"1869,1813"
2017,1@3161,"1567,1567"
2018,50@3068,1078
2019,86@1282,"1546,1928"
2020,96@3659,"845,1213"
2021,76@1034,"871,1490,1913"
2022,7@3173,"142,1023,62"
2023,21@1332,1087
2024,97@2343,"70,1273,646"
2025,147@359,"509,232"
2026,146@3995,"706,1273,446"
2027,16@5230,"186,1397"
2028,151@4735,"1096,643,1096"
2029,23@674,1818
2030,125@1071,"694,324,1189"
2031,58@611,"1546,353"
2032,35@885,1874
2033,141@2413,"1155,479,1956,718"
2034,102@5180,479
2035,128@3247,2046
2036,149@4057,"1423,1177"
2037,134@1003,"1947,727,1780,1350"
2038,20@899,186
2039,62@1760,1172
2040,87@1477,"1874,1273"
2041,54@874,1263
2042,96@3582,"1172,1315"
2043,149@4731,"460,643,1567,1479"
2044,5@3230,1978
2045,7@1046,"810,1937,565,1484,1956"
2046,77@1384,"479,428,1273"
2047,144@1369,"777,1530"
2048,120@1455,"268,470,1243"
2049,100@174,"1599,1210,1873"
2050,85@1422,"2055,1213"
2051,70@755,1023
2052,90@3403,"268,1397,395"
2053,151@1837,806
2054,26@2884,228
2055,109@4618,1273
2056,142@330,1278
2057,67@2523,"31,212,1714,329,59,348"
2058,88@1387,1963
2059,151@2259,"1744,565"
2060,50@1842,"596,946,959,1394"
2061,51@3257,1284
2062,64@3496,1213
2063,16@4190,"783,643,1273"
2064,78@4275,"795,1979"
2065,68@977,1126
2066,144@4220,"643,1874,152"
2067,61@4778,"186,1874"
2068,106@2713,"1621,1903,1155,565,2030,1874,1844,992,1213,1956,244,1243"
2069,104@2628,"630,1479"
2070,142@1943,"694,1692,1940,1963,1104,694"
2071,71@2821,"1372,1869,268,607,545,361,293,361"
2072,56@4597,"186,768,1479,1210,1104"
2073,65@2496,"581,460,186,361,1658,186,931,1928"
2074,30@5051,"62,385"
2075,92@3354,"293,2003,2036"
2076,3@3499,777
2077,58@3140,565
2078,18@1282,"1929,1455,975,596,445,385"
2079,31@2560,"186,1651,556,739,1213,1599"
2080,115@2215,"152,1224,694"
2081,103@3717,"2024,319,777"
2082,135@2845,"1096,230,186"
2083,4@141,"703,1487,186,1952"
2084,71@1133,"480,268,835,460,1780,1400,268,293,793"
2085,30@1322,"792,1728,1403"
2086,22@5067,"293,1368,1780,1213,1928,369"
2087,29@970,"1869,565,137,1874"
2088,30@1049,"293,1873,2003"
2089,109@732,"597,643,547,77,1369"
2090,98@4453,"268,77,835,635,845,1688,501,479,255"
2091,35@5097,246
2092,59@330,1278
2093,124@1940,"1273,1213"
2094,4@1394,"293,800,119,969,1928"
2095,39@3499,"1953,689,256,731"
2096,115@1781,285
2097,86@2053,2046
2098,147@1885,"792,137"
2099,26@2431,"656,62,57"
2100,3@3679,1302
2101,92@334,423
2102,85@4030,"479,1441"
2103,30@1205,1093
2104,80@2693,"268,1243,1405"
2105,35@528,"268,607,969,1867"
2106,3@665,"1047,2071,316"
2107,21@50,1273
2108,142@977,1172
2109,88@2246,"742,186,1213,476,246"
2110,99@1794,"1273,1423"
2111,15@1944,77
2112,48@3643,"757,607"
2113,152@4449,"705,705"
2114,38@2229,"137,1567,1213,1213"
2115,0@241,268
2116,70@1438,"1023,1928,1941,1023,592,941,1869,1023,1780"
2117,76@2665,"312,268,1873,2030,1210,496,444,521"
2118,139@1306,"152,1795,761,246"
2119,92@4356,"152,1479,62"
2120,132@1739,1273
2121,131@4524,565
2122,134@3784,"1441,137"
2123,124@1196,"1039,496,88,268"
2124,30@2476,"445,1134"
2125,78@2764,"15,1210,761,1399"
2126,50@4902,596
2127,101@4241,"1210,445"
2128,67@2230,1273
2129,59@4607,"1674,835,845,353,845"
2130,147@2213,"835,1155,622,445,1639,565,61,1213"
2131,137@2058,1514
2132,60@87,62
2133,29@5054,605
2134,134@1425,"1869,1874,1048,137,1092,689,1874,1986,1441"
2135,26@5066,1874
2136,12@4579,"1252,1126,2036"
2137,93@3531,"891,1096,1126,406,2036,596,476"
2138,62@4185,"268,936,795,1979"
2139,91@4656,"1567,428,596"
2140,121@330,"1829,1996,617,452,88,1441"
2141,118@659,"689,1096,676,777,1639,1567,1210,840"
2142,86@2043,"689,694,1213,694"
2143,114@1333,694
2144,8@4710,"508,186"
2145,31@838,"1135,388,137,191,324,1956,605"
2146,88@657,"694,1543,1479,445,1104"
2147,96@2574,"689,1692,1874,969,1213"
2148,48@4559,"580,1941"
2149,147@3757,"746,565,1613,289"
2150,139@5219,"590,861,1606,428"
2151,35@119,"1283,808,1956"
2152,147@1390,"1203,1958,452"
2153,31@4833,"1423,1423"
2154,31@919,"941,186,1213,428"
2155,42@5067,"689,143,1532,1397,992,1247"
2156,81@4662,"1189,845,324"
2157,130@2549,91
2158,51@2867,"1719,186,1009,1243,565"
2159,122@4662,"268,597,641,1874,246,324"
2160,147@722,"69,1632"
2161,12@2107,1874
2162,105@908,"293,1479,428"
2163,143@4624,"777,1273"
2164,42@1369,"1874,1423"
2165,64@494,"1078,163,1213"
2166,16@732,"992,1369,1213"
2167,99@1492,1213
2168,140@1982,"1273,1946,1134"
2169,101@1734,"920,1423"
2170,32@2473,1874
2171,50@3564,"1093,1023,526,256,428,149,2019"
2172,88@3776,1023
2173,146@350,"216,293,268,137,643,1956,765"
2174,114@1173,946
2175,104@4457,"757,565,1479,731"
2176,48@2929,"689,1732,388,1432"
2177,92@701,1213
2178,98@2354,"1145,1719,268,361,1874,1441"
2179,78@3173,"1093,142"
2180,149@2155,1172
2181,31@4429,249
2182,146@324,62
2183,149@171,"428,1956"
2184,125@3455,"941,261,54"
2185,64@2910,1874
2186,23@4199,"1155,186,1946,1243,195"
2187,137@2375,"499,1105"
2188,59@3129,"1719,491"
2189,24@2787,1052
2190,89@1895,"592,1423"
2191,0@4808,152
2192,61@543,694
2193,76@2919,"941,694,428,1731,2073,2036"
2194,84@3355,"1142,1905,941,1977"
2195,46@2183,1389
2196,59@568,1928
2197,89@811,"1093,491"
2198,16@3301,"268,2036"
2199,56@4439,"835,992"
2200,42@5238,"581,738,353,344,1844,445"
2201,22@4701,"187,1078,1023,1126,246"
2202,134@2118,"1996,1304,1996"
2203,62@3620,"1189,268,581,1155,914,565,969,1928,143,1960"
2204,87@2133,"1829,1368"
2205,28@2745,"1953,736,186,1213"
2206,59@2295,"569,496,516,492"
2207,42@1518,"143,1731"
2208,11@1356,139
2209,92@1615,"736,430"
2210,128@3381,"186,1744,1874"
2211,92@451,"152,1775,268,581,1705,1532,1397,556,1874,1009,941,1350,835,643,1213"
2212,56@2458,581
2213,35@4242,"1224,777,1874"
2214,125@2562,"1479,596"
2215,152@2620,"1189,676,1397,1283"
2216,31@468,"639,1273"
2217,8@845,1091
2218,119@1653,246
2219,12@369,"1963,1941"
2220,19@391,"243,1397,731"
2221,78@1312,"1692,1213"
2222,10@3772,"1093,1016,2036"
2223,56@1160,"186,761"
2224,85@2996,"466,1826"
2225,96@2283,711
2226,10@4170,1273
2227,18@27,"31,1543,1567,476"
2228,70@1082,"1023,2036"
2229,121@4273,"1739,694"
2230,32@2128,"689,1479,1213,731,428"
2231,3@1495,"531,140,1913,1946"
2232,42@3221,"1105,1213,1654,938"
2233,140@1202,"792,549,1988,1671,1423"
2234,143@209,"777,1479,1213,124,1928"
2235,108@3494,"1845,1657,586"
2236,106@1156,"1372,1719,268,959,1954,1369"
2237,69@2034,"1849,644,186,1479,128"
2238,13@2352,569
2239,35@2423,"941,1213"
2240,71@5137,"1719,268"
2241,42@4550,941
2242,2@4659,"941,1189"
2243,39@2668,"1269,62,1213"
2244,59@2209,"928,1023"
2245,39@57,62
2246,149@1496,"581,1873,1873"
2247,15@2925,1925
2248,139@4290,"1692,596,992,1413"
2249,56@1964,"186,1213,157,581,268,1155,597"
2250,31@1202,"1093,428"
2251,50@2212,"1372,268,835,545,1213,83"
2252,89@2637,"1692,1928,1928"
2253,18@4431,"590,1632,1267,1536,1126,8,596,899,1213,1928,731,646"
2254,71@4530,"1189,835,731"
2255,63@1173,"806,1918,316,1918"
2256,104@1293,"460,320,1044,1946"
2257,144@1755,"2055,1135,186,455,1135"
2258,50@880,"1167,818,596"
2259,88@3644,"592,1016,581"
2260,112@2816,"1548,941"
2261,118@5084,"689,509,1874,1210,445,1213"
2262,76@5234,"757,1093,143,549,1479,605,731"
2263,56@3099,"137,526,428,1479,249,1956,914"
2264,1@812,516
2265,133@999,1790
2266,129@3472,"21,795"
2267,67@3222,"689,83,1397,931"
2268,131@2191,"42,77,1670,1514,1321"
2269,10@4574,"941,1692,1385,152,2043,1873"
2270,51@3766,"1674,757,2052,992,1928"
2271,113@3548,"142,581,1661,1397,1567,556,1052,1213,731"
2272,2@4285,"1224,186,230,152,976"
2273,104@4638,"1273,300"
2274,149@2481,1423
2275,102@2837,"62,428"
2276,4@4653,"564,1744,565,565"
2277,142@3323,"1096,31,1983,385,1963"
2278,146@3742,"1099,703,736,643,1315,1706,1928"
2279,56@4302,268
2280,87@5160,"838,1670,527,896,1979,324"
2281,134@3675,"496,1834,845"
2282,144@2122,351
2283,77@1201,757
2284,77@4561,"163,186,62,1928"
2285,75@969,"592,526"
2286,100@5137,"759,268,805,143,1714,1918,1368,1479,256,596,1104,738,2023"
2287,91@3348,"1931,736,1104,476"
2288,48@1886,"941,1093,268,705,1023"
2289,10@840,"941,777"
2290,82@3014,"1947,795"
2291,15@1478,"1479,217"
2292,142@3283,1023
2293,147@335,"941,380,142,77,1155,1968,1385,1651,1423,1714"
2294,4@3024,"1674,941,341,581,835,1155,1928,564,1567,564,2054,1758,1874,1213,385,1674,581,1709,1355,186,1548,256,1928,1213"
2295,114@4381,"1213,596"
2296,67@154,"1873,274,1459,293,1368,1635"
2297,35@4405,"268,186"
2298,20@4899,324
2299,56@4394,"1812,307,1097,42"
2300,47@2731,"1925,91"
2301,39@275,"1059,1213"
2302,50@2702,"592,396,186,738,186,137,1967,987,596,1963"
2303,22@3345,"1719,1213,1873"
2304,147@2341,592
2305,61@408,"186,1874"
2306,146@790,"1674,640,460,1090,604"
2307,7@4280,"643,1479,1213,1129,180"
2308,141@2651,1874
2309,114@1115,"969,1213"
2310,139@4271,1874
2311,151@2582,"565,191,1479,1213"
2312,86@1732,62
2313,21@3519,"2058,105"
2314,79@1529,565
2315,82@3279,1874
2316,79@1889,"268,790,130,551,166,1479,2024,557"
2317,116@4429,"1874,1423,941"
2318,22@1121,"592,289,2079,58,289"
2319,133@1851,"1093,746,7"
2320,39@486,"491,1096,1567,1567"
2321,10@4709,"592,1093,268,2036,1263,941"
2322,52@662,"1315,428"
2323,115@2658,"341,556"
2324,100@4422,"270,1372,941,69,689,142,551,352,1963,1651,905"
2325,90@2560,"221,324,1213,1956"
2326,71@977,"1172,1213,1126"
2327,114@2399,"736,643,246,757"
2328,31@1357,"1874,1072"
2329,16@446,"1738,845"
2330,18@2776,"2024,731,476,1769"
2331,85@4757,"186,1213,521"
2332,118@506,"941,2079,1475,605,1461,605"
2333,114@44,694
2334,145@177,"1888,1548"
2335,114@4926,"757,689,508,1875,1484"
2336,7@2265,"157,268,1543,589,1397,565,273,516,976"
2337,104@2912,"2055,694,703,1567,403"
2338,143@5067,"1441,565,1441,581,694,1546"
2339,131@3102,1023
2340,22@2835,1093
2341,24@4181,"1164,355,2008,1273"
2342,118@2719,"941,596,1009,1813,428"
2343,25@3635,"1873,581,268,1441,1874,1213,1873,77"
2344,114@2734,1213
2345,80@4100,"24,77,565,421,1948,1177"
2346,142@4411,1172
2347,86@353,"186,1213"
2348,62@1152,"1873,186"
2349,75@2285,"1023,428,2089,1023,255"
2350,25@4062,"1376,1613,1213"
2351,93@2736,"1189,1023,137,137"
2352,147@4690,1263
2353,69@1046,"941,581,694,1874,1372,268,1674,1372,268,1604,761,1213,1690,589"
2354,105@185,"920,1869,1162,83,1543,1796,186,845,1423,124,1213,1189,1515,460,1869,1189,31,77,186,1873"
2355,77@2330,"1273,383"
2356,144@3920,"2062,1168,445"
2357,139@753,"643,1213"
2358,42@3719,62
2359,92@3548,"1674,581"
2360,42@1125,"1931,605,1475,1248,1963"
2361,104@1123,"1873,1458,501,1484,1273"
2362,127@3260,"137,1583,289"
2363,149@4524,"1155,421"
2364,3@592,"1093,565,596,186,596,186"
2365,106@2343,"1423,1213"
2366,150@4650,"152,1155,221"
2367,18@4099,"1931,689,943,806,62"
2368,18@3976,"910,596,476"
2369,93@1763,"1096,736,2036,941"
2370,8@4038,"1719,565,1867,1016"
2371,10@4566,"1093,428"
2372,3@869,"689,428,246,1213,1078,1213"
2373,134@313,1669
2374,147@4062,"2024,1714"
2375,151@2076,"1308,1744,545,1952,324,77"
2376,92@4042,581
2377,83@4051,285
2378,137@2487,"1473,1874"
2379,10@4522,"1714,1096,2036,1521"
2380,92@703,"581,1465,1213"
2381,121@2091,1508
2382,152@3474,"21,130"
2383,151@4488,1096
2384,39@4978,"1873,623,186"
2385,26@1209,1874
2386,3@5087,703
2387,81@4315,694
2388,118@2704,"1652,792,580"
2389,50@442,"152,1674,1256,1873,1155,1210,1866,1213,294,246,142,1096,1155,1567,446,600,731"
2390,86@1284,569
2391,117@3797,1273
2392,135@1212,1023
2393,151@4542,"1869,268,1441,845,186,166,1952,1350"
2394,10@2949,"312,1674,268,597,1098"
2395,92@1370,757
2396,145@3222,"581,186,1928,1213,1383"
2397,56@89,"2071,249,731"
2398,103@3236,1096
2399,70@3701,"1397,1979,1979,1213,731"
2400,69@3422,"1047,294,270,1093,1848,1975"
2401,126@808,"509,1172"
2402,16@3862,"142,186,1172,62,1172"
2403,114@2476,"268,941,694,1731"
2404,125@3232,"268,1743,565"
2405,49@3663,"777,1639,641,1288"
2406,127@4966,"152,1093,689,694,992,731,1104,723"
2407,56@1827,"694,643,731"
2408,22@3256,"581,246,1213"
2409,146@2850,"186,1213,689,509,428,1953,186,1972"
2410,10@1537,777
2411,15@126,1521
2412,88@4153,"186,1023"
2413,38@3415,"694,1210"
2414,128@4941,"77,186,604,421,931,992,65"
2415,50@4306,"1253,1692,2001,1023,1104"
2416,106@2383,"1769,212,1940,839,596"
2417,3@750,1273
2418,55@3423,1423
2419,96@1658,"1650,2089"
2420,100@248,"101,1423,1027"
2421,5@2215,"69,694,2073"
2422,15@1242,694
2423,88@1835,"941,508,1487,2036"
2424,63@4912,871
2425,2@4931,"1368,88"
2426,91@2934,256
2427,94@3750,"137,186,1124,1986"
2428,10@1640,"592,876,70,1023,1092,1780,856,61,1754,792,1536,1251,1009,444,745,980,777,2089"
2429,18@88,470
2430,31@4059,"592,992,1931,1016,1931"
2431,114@3735,1869
2432,114@2646,1479
2433,127@274,"1869,703,643,259,1850,1632,246,61"
2434,88@448,"428,1213,1570"
2435,31@2341,1188
2436,140@2353,"1346,1873,1045,186,1301,728,581"
2437,141@1017,"1874,88,1241,1368,88,777,345"
2438,22@1001,"689,137,428,2033,761"
2439,31@4678,"152,428,1873"
2440,10@3035,"1873,1210,1873"
2441,48@4205,324
2442,88@2504,"1934,2037,449,980,333,444"
2443,120@1543,2060
2444,27@2319,1423
2445,35@2610,101
2446,116@3800,"1397,428,1213,1548,1023,1567"
2447,105@952,28
2448,22@4378,"1869,1372,268,581,1155,1397,1874,1210,1545,1350,1928,581,255"
2449,143@2998,"777,1874,1913,896"
2450,147@2973,"1869,15,2045,62,1093,1228"
2451,118@823,"137,1423,61,186"
2452,31@615,"1874,289,289"
2453,101@976,"689,969"
2454,100@2284,"101,1548,256,1732,1023"
2455,108@659,"941,581,835,845,180,1189,1350"
2456,50@5130,"1273,249,1397,1681"
2457,63@3532,"705,246,905"
2458,119@2845,"1155,1567,1213,385"
2459,83@2836,249
2460,77@2417,1273
2461,50@3498,596
2462,128@4002,"1189,268,77,1155,565,565"
2463,106@478,"1584,137,596"
2464,146@1488,"1189,761,731"
2465,48@2886,"1650,186,1479,1874,1423"
2466,42@4395,"757,21,1979"
2467,114@2821,"564,186"
2468,124@1682,2060
2469,10@1824,"143,1315,142,1632,756,761,1213,1729,1248"
2470,76@4809,"156,1155,640,1441,777,1744,755,565,498,896,1850,1369,565,2062"
2471,58@2772,"1674,565,1850"
2472,52@4429,"289,293,2036"
2473,92@977,1172
2474,59@4548,"1962,1213"
2475,22@927,"926,1397,1213,186"
2476,146@2617,1273
2477,47@3179,1874
2478,101@3281,"941,268,1172,102,1096,1441,246"
2479,77@47,"1093,703,186,62,1213,1273"
2480,114@1254,"1869,324"
2481,142@4786,"1213,1213"
2482,121@659,835
2483,42@3162,186
2484,56@3998,"31,274,1273,596"
2485,28@256,"1931,835,643,1874,1213"
2486,75@1214,"1714,256"
2487,52@2426,"1243,1503,1953,1692,77,1355,61,1243,1213"
2488,93@3878,466
2489,28@4218,"289,1931,289,1103,186,1423"
2490,59@810,"268,1948,1946,845,268,238"
2491,134@4739,"1397,1210,1243"
2492,74@2587,1956
2493,16@5136,1023
2494,88@1132,1479
2495,8@5125,186
2496,56@5081,479
2497,83@2234,"581,835,1743,1546"
2498,86@1866,"1134,137,1263"
2499,24@1870,"965,1155,1189"
2500,99@5114,"1189,1441,557,1946"
2501,57@3513,"757,152,268,731,142"
2502,15@2237,"62,565"
2503,35@2105,1928
2504,39@1331,1301
2505,4@4718,"845,137,941,143,2001,1354,428,2073"
2506,31@526,"1023,605,526,731"
2507,96@3471,"137,61,1928,565"
