,0,1
657,1351,"[[829, 3.9242343145200196], [1078, 4.810296507289733], [1479, 3.9242343145200196]]"
658,2763,"[[586, 3.9242343145200196], [1657, 3.9242343145200196], [1523, 3.9242343145200196]]"
659,3854,"[[268, 3.9242343145200196], [491, 3.9242343145200196], [186, 4.523188311911529], [246, 3.9242343145200196], [941, 3.9242343145200196], [1096, 3.9242343145200196], [1397, 3.9242343145200196], [607, 3.9242343145200196], [1210, 4.523188311911529], [1257, 3.9242343145200196], [1104, 3.9242343145200196], [142, 3.9242343145200196], [596, 3.9242343145200196], [738, 3.9242343145200196], [1423, 3.9242343145200196], [1023, 3.9242343145200196], [1874, 3.9242343145200196], [976, 3.9242343145200196], [1213, 3.9242343145200196], [731, 3.9242343145200196]]"
660,1063,"[[1023, 3.9242343145200196], [1315, 4.810296507289733], [246, 3.9242343145200196], [62, 3.9242343145200196]]"
661,3029,"[[1189, 3.9242343145200196], [581, 4.810296507289733], [1905, 3.9242343145200196], [77, 4.973228596302861], [405, 4.523188311911529], [1956, 3.9242343145200196], [1629, 3.9242343145200196], [1086, 3.9242343145200196], [1243, 4.523188311911529], [24, 3.9242343145200196], [596, 4.523188311911529], [293, 3.9242343145200196], [589, 4.523188311911529], [460, 3.9242343145200196], [545, 3.9242343145200196], [1155, 3.9242343145200196], [1441, 3.9242343145200196], [845, 3.9242343145200196], [565, 3.9242343145200196], [604, 3.9242343145200196], [421, 3.9242343145200196]]"
662,4075,"[[761, 3.9242343145200196], [1874, 4.523188311911529], [1213, 3.9242343145200196], [777, 3.9242343145200196], [293, 3.9242343145200196], [207, 3.9242343145200196], [186, 3.9242343145200196]]"
663,3585,"[[1023, 3.9242343145200196], [246, 3.9242343145200196]]"
664,2265,"[[460, 3.9242343145200196], [186, 4.523188311911529], [556, 3.9242343145200196], [1210, 3.9242343145200196], [324, 3.9242343145200196], [157, 3.9242343145200196], [268, 4.523188311911529], [1543, 3.9242343145200196], [589, 3.9242343145200196], [1397, 4.523188311911529], [565, 3.9242343145200196], [273, 3.9242343145200196], [516, 3.9242343145200196], [976, 3.9242343145200196], [1372, 3.9242343145200196], [581, 4.523188311911529], [643, 3.9242343145200196], [931, 4.523188311911529], [173, 3.9242343145200196], [124, 3.9242343145200196], [1674, 3.9242343145200196]]"
665,1169,"[[1418, 3.9242343145200196], [1397, 3.9242343145200196], [2024, 3.9242343145200196], [1567, 3.9242343145200196], [1651, 3.9242343145200196], [1213, 3.9242343145200196], [226, 3.9242343145200196], [1172, 3.9242343145200196], [731, 3.9242343145200196]]"
666,2036,"[[163, 3.9242343145200196], [479, 3.9242343145200196], [1423, 3.9242343145200196], [1850, 3.9242343145200196], [1956, 3.9242343145200196], [1928, 3.9242343145200196]]"
667,4957,"[[42, 3.9242343145200196]]"
668,132,"[[1372, 3.9242343145200196], [268, 3.9242343145200196], [607, 3.9242343145200196], [1874, 3.9242343145200196]]"
669,1303,"[[1155, 3.9242343145200196], [1487, 3.9242343145200196], [596, 3.9242343145200196]]"
670,3687,"[[941, 3.9242343145200196], [1096, 4.523188311911529], [186, 3.9242343145200196], [565, 3.9242343145200196], [1126, 3.9242343145200196], [682, 3.9242343145200196], [1168, 3.9242343145200196], [1213, 3.9242343145200196], [731, 4.523188311911529], [268, 3.9242343145200196], [1046, 3.9242343145200196], [914, 3.9242343145200196], [1567, 4.523188311911529], [428, 3.9242343145200196], [1447, 3.9242343145200196], [1475, 3.9242343145200196], [15, 3.9242343145200196], [230, 3.9242343145200196], [1873, 3.9242343145200196], [891, 3.9242343145200196], [59, 3.9242343145200196], [1928, 3.9242343145200196], [1971, 3.9242343145200196], [1684, 3.9242343145200196], [385, 3.9242343145200196]]"
671,3539,"[[726, 3.9242343145200196], [186, 3.9242343145200196], [62, 3.9242343145200196], [731, 3.9242343145200196], [705, 3.9242343145200196], [605, 3.9242343145200196]]"
672,813,"[[69, 3.9242343145200196], [142, 4.928055160151634], [980, 3.9242343145200196], [310, 3.9242343145200196], [731, 4.523188311911529], [89, 3.9242343145200196], [1692, 3.9242343145200196], [1889, 3.9242343145200196], [1394, 3.9242343145200196], [1526, 3.9242343145200196], [1956, 3.9242343145200196], [246, 3.9242343145200196], [293, 4.523188311911529], [1714, 3.9242343145200196], [1731, 3.9242343145200196], [1963, 3.9242343145200196], [1315, 4.523188311911529], [1321, 3.9242343145200196], [1869, 3.9242343145200196], [551, 3.9242343145200196], [1669, 3.9242343145200196], [596, 4.523188311911529], [689, 3.9242343145200196], [643, 3.9242343145200196], [1953, 3.9242343145200196], [2071, 3.9242343145200196], [509, 3.9242343145200196], [324, 3.9242343145200196], [969, 3.9242343145200196], [694, 3.9242343145200196], [1023, 3.9242343145200196], [59, 3.9242343145200196]]"
673,1414,"[[896, 3.9242343145200196], [1479, 3.9242343145200196], [757, 4.523188311911529], [1546, 3.9242343145200196], [1368, 3.9242343145200196], [363, 3.9242343145200196], [1780, 3.9242343145200196]]"
674,2912,"[[246, 3.9242343145200196], [186, 4.810296507289733], [731, 3.9242343145200196], [2055, 3.9242343145200196], [694, 4.523188311911529], [703, 3.9242343145200196], [1567, 3.9242343145200196], [403, 3.9242343145200196], [207, 3.9242343145200196], [1692, 3.9242343145200196], [1651, 3.9242343145200196], [1874, 3.9242343145200196], [1009, 3.9242343145200196], [1104, 3.9242343145200196], [1479, 3.9242343145200196], [941, 3.9242343145200196], [1213, 3.9242343145200196]]"
675,1847,"[[137, 3.9242343145200196], [1372, 3.9242343145200196], [1654, 3.9242343145200196], [649, 3.9242343145200196], [1731, 3.9242343145200196], [1797, 3.9242343145200196], [1023, 4.810296507289733], [15, 3.9242343145200196], [1583, 3.9242343145200196]]"
676,1379,"[[268, 3.9242343145200196]]"
677,4202,"[[592, 3.9242343145200196], [1078, 3.9242343145200196], [1046, 3.9242343145200196], [605, 3.9242343145200196], [941, 3.9242343145200196], [163, 3.9242343145200196], [294, 3.9242343145200196], [1215, 3.9242343145200196], [1162, 3.9242343145200196], [268, 4.523188311911529], [414, 3.9242343145200196], [1363, 3.9242343145200196], [736, 3.9242343145200196], [777, 3.9242343145200196], [1529, 4.523188311911529], [1931, 3.9242343145200196], [959, 3.9242343145200196], [1660, 3.9242343145200196]]"
678,2951,"[[2071, 3.9242343145200196]]"
679,3667,"[[186, 3.9242343145200196], [1874, 3.9242343145200196]]"
680,3224,"[[1692, 3.9242343145200196], [1172, 3.9242343145200196], [186, 3.9242343145200196], [1971, 3.9242343145200196], [1126, 3.9242343145200196], [1479, 3.9242343145200196]]"
681,1132,"[[61, 3.9242343145200196], [1479, 4.523188311911529], [101, 3.9242343145200196], [1273, 4.523188311911529], [694, 3.9242343145200196], [628, 3.9242343145200196], [777, 3.9242343145200196], [1423, 3.9242343145200196]]"
682,4105,"[[757, 3.9242343145200196], [450, 3.9242343145200196], [88, 3.9242343145200196], [1978, 3.9242343145200196], [1350, 3.9242343145200196], [1996, 3.9242343145200196], [1874, 3.9242343145200196], [2087, 3.9242343145200196]]"
683,5110,"[[268, 3.9242343145200196], [342, 3.9242343145200196], [1032, 3.9242343145200196], [937, 3.9242343145200196], [479, 3.9242343145200196], [1869, 3.9242343145200196], [971, 3.9242343145200196], [565, 3.9242343145200196], [1210, 3.9242343145200196], [77, 3.9242343145200196]]"
684,160,"[[1514, 3.9242343145200196]]"
685,3383,"[[1479, 3.9242343145200196], [1913, 3.9242343145200196]]"
686,3610,"[[565, 3.9242343145200196], [324, 4.523188311911529], [1213, 3.9242343145200196], [694, 3.9242343145200196], [941, 3.9242343145200196], [1670, 3.9242343145200196], [596, 3.9242343145200196], [545, 3.9242343145200196], [643, 3.9242343145200196], [607, 3.9242343145200196], [293, 3.9242343145200196]]"
687,2102,"[[2036, 4.523188311911529], [1092, 3.9242343145200196], [1574, 3.9242343145200196], [792, 3.9242343145200196], [605, 3.9242343145200196], [1946, 3.9242343145200196], [592, 4.523188311911529], [1475, 3.9242343145200196], [705, 3.9242343145200196], [428, 3.9242343145200196]]"
688,2768,"[[1869, 3.9242343145200196], [268, 4.810296507289733], [1441, 3.9242343145200196], [992, 3.9242343145200196], [2003, 3.9242343145200196], [1372, 3.9242343145200196], [581, 3.9242343145200196], [588, 3.9242343145200196]]"
689,4100,"[[581, 3.9242343145200196], [186, 3.9242343145200196], [565, 4.810296507289733], [1243, 3.9242343145200196], [936, 3.9242343145200196], [421, 4.810296507289733], [992, 4.523188311911529], [24, 3.9242343145200196], [77, 3.9242343145200196], [1948, 3.9242343145200196], [1177, 3.9242343145200196], [1310, 4.523188311911529], [1189, 3.9242343145200196], [293, 3.9242343145200196], [1155, 4.523188311911529], [460, 3.9242343145200196], [1044, 4.810296507289733], [1314, 3.9242343145200196], [931, 3.9242343145200196], [1928, 3.9242343145200196], [268, 4.523188311911529], [351, 3.9242343145200196], [604, 4.523188311911529], [1369, 3.9242343145200196], [1674, 3.9242343145200196], [1850, 3.9242343145200196], [1874, 3.9242343145200196]]"
690,4522,"[[1096, 4.810296507289733], [1126, 3.9242343145200196], [1567, 3.9242343145200196], [1273, 3.9242343145200196], [1210, 3.9242343145200196], [176, 3.9242343145200196], [955, 3.9242343145200196], [1714, 3.9242343145200196], [2036, 3.9242343145200196], [1521, 3.9242343145200196]]"
691,2587,"[[1093, 4.523188311911529], [736, 3.9242343145200196], [1956, 3.9242343145200196], [1584, 3.9242343145200196], [551, 3.9242343145200196], [436, 3.9242343145200196], [1548, 3.9242343145200196], [261, 3.9242343145200196], [1541, 3.9242343145200196]]"
692,2318,"[[268, 3.9242343145200196], [2003, 3.9242343145200196], [1963, 3.9242343145200196], [1874, 3.9242343145200196], [1210, 3.9242343145200196], [1104, 3.9242343145200196], [694, 4.523188311911529], [186, 3.9242343145200196], [256, 3.9242343145200196]]"
693,962,"[[1870, 3.9242343145200196], [2058, 3.9242343145200196], [57, 3.9242343145200196]]"
694,4585,"[[1210, 3.9242343145200196], [694, 3.9242343145200196], [293, 3.9242343145200196], [1080, 3.9242343145200196], [1651, 3.9242343145200196], [596, 3.9242343145200196], [1423, 3.9242343145200196], [1104, 3.9242343145200196], [1397, 3.9242343145200196]]"
695,1237,"[[891, 4.973228596302861], [246, 4.523188311911529], [1126, 3.9242343145200196], [941, 4.810296507289733], [1869, 4.523188311911529], [1096, 4.973228596302861], [1874, 3.9242343145200196], [1350, 3.9242343145200196], [428, 3.9242343145200196], [1928, 4.523188311911529], [1567, 4.810296507289733], [186, 4.810296507289733], [445, 3.9242343145200196], [1213, 3.9242343145200196], [385, 3.9242343145200196], [69, 3.9242343145200196], [1023, 3.9242343145200196], [319, 3.9242343145200196], [1972, 3.9242343145200196], [1449, 3.9242343145200196], [736, 3.9242343145200196], [1895, 3.9242343145200196], [102, 3.9242343145200196], [1888, 3.9242343145200196], [689, 3.9242343145200196], [643, 3.9242343145200196], [1210, 3.9242343145200196], [1423, 3.9242343145200196]]"
696,5222,"[[137, 4.523188311911529], [1650, 3.9242343145200196]]"
697,4961,"[[1023, 3.9242343145200196], [62, 3.9242343145200196]]"
698,120,"[[1403, 3.9242343145200196], [186, 3.9242343145200196]]"
699,4887,"[[1869, 3.9242343145200196], [608, 3.9242343145200196], [268, 4.523188311911529], [491, 3.9242343145200196], [591, 3.9242343145200196], [460, 3.9242343145200196], [565, 3.9242343145200196], [77, 3.9242343145200196], [1850, 3.9242343145200196], [1243, 3.9242343145200196], [1674, 3.9242343145200196], [1310, 3.9242343145200196]]"
700,3543,"[[1372, 3.9242343145200196], [293, 3.9242343145200196], [268, 3.9242343145200196], [246, 3.9242343145200196], [698, 3.9242343145200196], [324, 3.9242343145200196]]"
701,1189,"[[1273, 3.9242343145200196], [1870, 3.9242343145200196], [1043, 3.9242343145200196], [1025, 3.9242343145200196]]"
702,3573,"[[1483, 3.9242343145200196], [777, 3.9242343145200196], [596, 3.9242343145200196], [268, 3.9242343145200196], [2079, 3.9242343145200196], [946, 3.9242343145200196], [1023, 4.523188311911529], [565, 3.9242343145200196], [605, 3.9242343145200196]]"
703,4855,"[[1606, 3.9242343145200196], [1873, 3.9242343145200196], [246, 3.9242343145200196], [883, 3.9242343145200196]]"
704,4082,"[[142, 4.523188311911529], [1669, 3.9242343145200196], [1023, 3.9242343145200196], [62, 3.9242343145200196], [428, 3.9242343145200196]]"
705,4484,"[[1479, 3.9242343145200196], [792, 3.9242343145200196], [1423, 3.9242343145200196], [427, 3.9242343145200196]]"
706,4469,"[[1479, 3.9242343145200196], [1986, 4.523188311911529], [130, 3.9242343145200196], [1654, 3.9242343145200196], [1057, 3.9242343145200196]]"
707,3954,"[[980, 3.9242343145200196], [1104, 3.9242343145200196]]"
708,3156,"[[1507, 3.9242343145200196], [2058, 3.9242343145200196], [1273, 4.523188311911529], [1027, 3.9242343145200196], [792, 3.9242343145200196], [1870, 3.9242343145200196]]"
709,196,"[[605, 4.810296507289733], [670, 3.9242343145200196], [792, 3.9242343145200196], [1023, 4.523188311911529], [1669, 3.9242343145200196], [596, 3.9242343145200196]]"
710,4325,"[[1674, 3.9242343145200196], [152, 3.9242343145200196], [1625, 3.9242343145200196], [744, 3.9242343145200196], [1372, 3.9242343145200196], [1142, 3.9242343145200196], [835, 4.523188311911529], [124, 3.9242343145200196], [1956, 3.9242343145200196], [268, 3.9242343145200196], [186, 4.523188311911529], [777, 3.9242343145200196], [293, 3.9242343145200196], [640, 3.9242343145200196], [738, 3.9242343145200196], [565, 3.9242343145200196], [246, 3.9242343145200196], [521, 3.9242343145200196]]"
711,427,"[[1652, 3.9242343145200196], [534, 3.9242343145200196], [181, 3.9242343145200196], [1484, 3.9242343145200196], [243, 3.9242343145200196], [869, 3.9242343145200196], [137, 3.9242343145200196], [1023, 3.9242343145200196], [51, 3.9242343145200196], [1521, 3.9242343145200196], [1213, 3.9242343145200196], [1530, 3.9242343145200196]]"
712,4477,"[[186, 3.9242343145200196], [293, 3.9242343145200196], [428, 3.9242343145200196], [1093, 3.9242343145200196]]"
713,1823,"[[689, 3.9242343145200196], [1155, 3.9242343145200196], [1874, 3.9242343145200196], [1210, 3.9242343145200196], [1956, 3.9242343145200196], [1213, 4.810296507289733], [1857, 3.9242343145200196], [496, 3.9242343145200196], [223, 3.9242343145200196], [1928, 3.9242343145200196], [1946, 4.523188311911529], [491, 4.523188311911529], [556, 4.523188311911529], [246, 3.9242343145200196], [992, 3.9242343145200196], [268, 4.523188311911529], [77, 4.928055160151634], [557, 3.9242343145200196], [755, 3.9242343145200196], [1674, 4.523188311911529], [1627, 3.9242343145200196], [186, 4.523188311911529], [643, 3.9242343145200196], [731, 3.9242343145200196], [356, 3.9242343145200196], [604, 3.9242343145200196], [1648, 3.9242343145200196]]"
714,4743,"[[969, 3.9242343145200196], [346, 3.9242343145200196], [792, 3.9242343145200196], [1298, 3.9242343145200196], [137, 3.9242343145200196], [1213, 4.523188311911529], [1023, 3.9242343145200196], [1101, 3.9242343145200196], [1567, 3.9242343145200196], [293, 3.9242343145200196], [731, 4.523188311911529], [179, 3.9242343145200196], [941, 3.9242343145200196], [501, 3.9242343145200196], [1479, 3.9242343145200196], [31, 4.523188311911529], [596, 3.9242343145200196], [278, 4.523188311911529], [646, 3.9242343145200196], [1928, 3.9242343145200196], [891, 3.9242343145200196], [743, 3.9242343145200196], [1267, 3.9242343145200196], [2062, 3.9242343145200196]]"
715,3400,"[[1093, 3.9242343145200196], [268, 3.9242343145200196], [581, 3.9242343145200196], [1363, 3.9242343145200196], [2036, 3.9242343145200196], [1484, 3.9242343145200196]]"
716,4222,"[[1213, 3.9242343145200196]]"
717,3638,"[[835, 3.9242343145200196], [607, 3.9242343145200196], [268, 4.523188311911529], [77, 3.9242343145200196], [293, 3.9242343145200196], [186, 3.9242343145200196], [1874, 3.9242343145200196]]"
718,2723,"[[1078, 3.9242343145200196], [941, 3.9242343145200196], [2045, 4.810296507289733], [501, 3.9242343145200196], [1567, 4.810296507289733], [494, 3.9242343145200196], [270, 3.9242343145200196], [1096, 4.973228596302861], [1023, 4.523188311911529], [341, 3.9242343145200196], [385, 3.9242343145200196], [1946, 3.9242343145200196], [346, 3.9242343145200196], [2062, 4.810296507289733], [1213, 4.810296507289733], [731, 4.523188311911529], [2024, 3.9242343145200196], [565, 3.9242343145200196], [1092, 3.9242343145200196], [1574, 3.9242343145200196], [1928, 4.523188311911529], [186, 4.523188311911529], [1874, 3.9242343145200196], [445, 3.9242343145200196], [143, 3.9242343145200196], [152, 3.9242343145200196], [428, 3.9242343145200196]]"
719,5070,"[[1397, 3.9242343145200196], [246, 3.9242343145200196], [2073, 3.9242343145200196], [1213, 4.523188311911529], [152, 3.9242343145200196], [1305, 3.9242343145200196], [428, 3.9242343145200196], [186, 3.9242343145200196], [1963, 3.9242343145200196], [539, 3.9242343145200196]]"
720,63,"[[1873, 3.9242343145200196], [1172, 4.523188311911529], [1188, 3.9242343145200196], [1621, 3.9242343145200196], [142, 3.9242343145200196], [1418, 3.9242343145200196], [143, 3.9242343145200196], [131, 3.9242343145200196], [1023, 3.9242343145200196], [596, 3.9242343145200196], [1315, 3.9242343145200196]]"
721,2421,"[[1273, 3.9242343145200196], [137, 3.9242343145200196]]"
722,3393,"[[897, 3.9242343145200196], [871, 3.9242343145200196], [61, 3.9242343145200196], [1273, 4.810296507289733], [792, 4.523188311911529], [596, 3.9242343145200196], [249, 3.9242343145200196], [2005, 4.523188311911529], [605, 3.9242343145200196], [1643, 3.9242343145200196], [2002, 3.9242343145200196], [1925, 3.9242343145200196]]"
723,3920,"[[689, 4.810296507289733], [1126, 3.9242343145200196], [1979, 3.9242343145200196], [1213, 4.928055160151634], [2043, 3.9242343145200196], [1096, 4.928055160151634], [1731, 3.9242343145200196], [246, 3.9242343145200196], [61, 3.9242343145200196], [186, 4.810296507289733], [1869, 4.523188311911529], [15, 3.9242343145200196], [2062, 3.9242343145200196], [1168, 3.9242343145200196], [445, 3.9242343145200196], [1189, 3.9242343145200196], [731, 3.9242343145200196], [428, 3.9242343145200196], [1819, 3.9242343145200196], [509, 3.9242343145200196], [1928, 4.523188311911529], [1023, 4.523188311911529], [592, 3.9242343145200196], [891, 4.523188311911529], [876, 3.9242343145200196], [1567, 3.9242343145200196], [152, 3.9242343145200196], [1423, 3.9242343145200196], [1447, 3.9242343145200196], [1692, 4.523188311911529], [607, 3.9242343145200196], [293, 3.9242343145200196], [703, 3.9242343145200196]]"
724,4579,"[[1848, 4.523188311911529], [1449, 3.9242343145200196], [152, 3.9242343145200196], [1252, 3.9242343145200196], [1126, 3.9242343145200196], [2036, 3.9242343145200196], [761, 3.9242343145200196], [2055, 3.9242343145200196], [284, 3.9242343145200196]]"
725,3963,"[[1931, 4.523188311911529], [142, 3.9242343145200196], [2079, 3.9242343145200196], [146, 4.523188311911529], [913, 3.9242343145200196], [186, 3.9242343145200196], [2071, 3.9242343145200196], [1023, 3.9242343145200196], [581, 3.9242343145200196], [810, 3.9242343145200196], [1104, 3.9242343145200196]]"
726,5003,"[[186, 3.9242343145200196], [1909, 3.9242343145200196], [736, 3.9242343145200196], [90, 3.9242343145200196], [1874, 3.9242343145200196], [1479, 3.9242343145200196], [596, 3.9242343145200196], [61, 3.9242343145200196], [605, 3.9242343145200196], [1023, 3.9242343145200196], [137, 4.523188311911529], [62, 3.9242343145200196]]"
727,4475,"[[2060, 3.9242343145200196], [2073, 3.9242343145200196], [1104, 3.9242343145200196], [1632, 3.9242343145200196], [905, 3.9242343145200196]]"
728,2888,"[[694, 3.9242343145200196], [723, 3.9242343145200196], [15, 3.9242343145200196], [1397, 3.9242343145200196], [689, 4.523188311911529], [1315, 3.9242343145200196], [1172, 4.523188311911529], [1418, 3.9242343145200196], [2036, 3.9242343145200196], [152, 3.9242343145200196]]"
729,757,"[[268, 4.810296507289733], [608, 3.9242343145200196], [992, 3.9242343145200196], [581, 3.9242343145200196], [42, 3.9242343145200196], [1956, 3.9242343145200196], [1372, 4.523188311911529], [1719, 3.9242343145200196], [1098, 3.9242343145200196], [864, 3.9242343145200196], [1369, 3.9242343145200196]]"
730,2006,"[[186, 4.523188311911529], [1536, 3.9242343145200196], [1172, 3.9242343145200196], [445, 3.9242343145200196], [2073, 3.9242343145200196], [1213, 3.9242343145200196], [731, 4.523188311911529], [509, 3.9242343145200196], [1210, 3.9242343145200196], [1034, 3.9242343145200196]]"
731,733,"[[508, 3.9242343145200196]]"
732,3824,"[[1874, 3.9242343145200196]]"
733,1539,"[[777, 3.9242343145200196], [643, 3.9242343145200196], [1273, 3.9242343145200196]]"
734,1269,"[[1023, 3.9242343145200196]]"
735,1212,"[[592, 4.523188311911529], [293, 4.523188311911529], [705, 4.523188311911529], [1172, 3.9242343145200196], [1273, 3.9242343145200196], [596, 3.9242343145200196], [2089, 3.9242343145200196], [1023, 4.523188311911529], [270, 3.9242343145200196], [1423, 3.9242343145200196], [941, 3.9242343145200196]]"
736,4405,"[[1674, 3.9242343145200196], [1495, 3.9242343145200196], [268, 4.810296507289733], [1155, 3.9242343145200196], [1479, 3.9242343145200196], [445, 3.9242343145200196], [1213, 3.9242343145200196], [607, 3.9242343145200196], [186, 3.9242343145200196]]"
737,5265,"[[1738, 3.9242343145200196], [1023, 3.9242343145200196], [1928, 3.9242343145200196], [1888, 3.9242343145200196], [941, 4.523188311911529], [142, 3.9242343145200196], [2001, 3.9242343145200196], [61, 3.9242343145200196]]"
738,3474,"[[1155, 3.9242343145200196], [186, 3.9242343145200196], [1874, 3.9242343145200196], [445, 3.9242343145200196], [755, 3.9242343145200196], [21, 3.9242343145200196], [130, 3.9242343145200196], [2003, 3.9242343145200196], [1790, 3.9242343145200196], [268, 4.523188311911529], [1878, 3.9242343145200196], [1372, 3.9242343145200196], [581, 3.9242343145200196], [1283, 4.523188311911529], [565, 3.9242343145200196], [604, 3.9242343145200196], [1928, 3.9242343145200196], [1515, 3.9242343145200196]]"
739,4593,"[[1093, 3.9242343145200196], [289, 4.523188311911529], [728, 3.9242343145200196], [1078, 3.9242343145200196], [268, 3.9242343145200196], [596, 3.9242343145200196], [2036, 3.9242343145200196]]"
740,562,"[[152, 3.9242343145200196], [1787, 3.9242343145200196], [622, 3.9242343145200196], [496, 3.9242343145200196], [2048, 3.9242343145200196], [1773, 3.9242343145200196], [2079, 3.9242343145200196], [2030, 3.9242343145200196], [59, 3.9242343145200196], [1606, 3.9242343145200196], [1213, 3.9242343145200196]]"
741,3594,"[[1213, 3.9242343145200196], [1023, 3.9242343145200196]]"
742,21,"[[294, 3.9242343145200196], [62, 3.9242343145200196], [1023, 3.9242343145200196], [547, 3.9242343145200196], [941, 3.9242343145200196], [216, 3.9242343145200196]]"
743,1891,"[[1530, 3.9242343145200196], [1213, 4.523188311911529], [1189, 3.9242343145200196], [491, 3.9242343145200196], [736, 3.9242343145200196], [428, 3.9242343145200196], [1248, 3.9242343145200196], [2056, 3.9242343145200196], [1423, 3.9242343145200196], [1956, 3.9242343145200196], [1099, 3.9242343145200196], [1738, 3.9242343145200196], [1889, 3.9242343145200196], [1315, 3.9242343145200196], [1155, 3.9242343145200196]]"
744,4320,"[[679, 3.9242343145200196], [1030, 3.9242343145200196], [88, 3.9242343145200196], [1441, 3.9242343145200196], [1278, 3.9242343145200196]]"
745,1025,"[[694, 3.9242343145200196], [186, 3.9242343145200196], [1315, 3.9242343145200196], [810, 3.9242343145200196], [731, 3.9242343145200196], [1423, 3.9242343145200196]]"
746,3814,"[[792, 3.9242343145200196]]"
747,4921,"[[130, 3.9242343145200196], [1874, 3.9242343145200196], [689, 3.9242343145200196], [1787, 3.9242343145200196]]"
748,1542,"[[683, 3.9242343145200196], [230, 3.9242343145200196], [1643, 3.9242343145200196], [963, 3.9242343145200196]]"
749,2916,"[[1479, 3.9242343145200196]]"
750,4282,"[[1536, 3.9242343145200196], [1016, 3.9242343145200196], [1172, 3.9242343145200196], [1126, 3.9242343145200196], [605, 3.9242343145200196]]"
751,4480,"[[731, 3.9242343145200196]]"
752,1999,"[[537, 3.9242343145200196], [2046, 4.810296507289733], [1441, 3.9242343145200196], [1780, 3.9242343145200196], [249, 3.9242343145200196], [596, 3.9242343145200196], [941, 4.810296507289733], [1363, 3.9242343145200196], [913, 3.9242343145200196], [1977, 3.9242343145200196], [1636, 3.9242343145200196], [289, 3.9242343145200196], [1548, 3.9242343145200196], [1023, 3.9242343145200196]]"
753,1844,"[[361, 3.9242343145200196], [428, 3.9242343145200196], [590, 3.9242343145200196], [191, 3.9242343145200196], [1479, 3.9242343145200196]]"
754,2576,"[[845, 3.9242343145200196], [1802, 3.9242343145200196], [421, 3.9242343145200196], [26, 3.9242343145200196], [61, 3.9242343145200196], [1928, 3.9242343145200196], [1979, 3.9242343145200196], [1155, 3.9242343145200196], [460, 3.9242343145200196], [1955, 3.9242343145200196], [1952, 3.9242343145200196], [499, 3.9242343145200196], [491, 3.9242343145200196], [777, 3.9242343145200196], [604, 3.9242343145200196], [1874, 3.9242343145200196], [496, 3.9242343145200196], [306, 3.9242343145200196]]"
755,3236,"[[1714, 3.9242343145200196], [1096, 4.810296507289733], [1279, 3.9242343145200196], [1023, 4.523188311911529], [191, 4.523188311911529], [941, 3.9242343145200196], [1309, 4.523188311911529], [891, 4.523188311911529], [777, 3.9242343145200196], [1787, 3.9242343145200196], [1963, 3.9242343145200196], [1567, 4.810296507289733], [428, 4.523188311911529], [2073, 3.9242343145200196], [385, 3.9242343145200196], [738, 3.9242343145200196], [1873, 4.523188311911529], [186, 3.9242343145200196], [1946, 3.9242343145200196], [310, 3.9242343145200196], [142, 3.9242343145200196], [1213, 3.9242343145200196], [152, 3.9242343145200196], [2036, 3.9242343145200196]]"
756,1447,"[[1479, 3.9242343145200196], [1423, 3.9242343145200196], [1975, 3.9242343145200196]]"
757,4033,"[[1318, 4.523188311911529], [31, 3.9242343145200196], [1172, 3.9242343145200196], [62, 3.9242343145200196]]"
758,862,"[[1674, 3.9242343145200196], [941, 3.9242343145200196], [142, 3.9242343145200196], [1047, 3.9242343145200196], [1155, 3.9242343145200196], [186, 3.9242343145200196], [1210, 3.9242343145200196], [102, 3.9242343145200196], [61, 3.9242343145200196], [246, 3.9242343145200196]]"
759,3722,"[[1372, 3.9242343145200196], [965, 3.9242343145200196], [581, 3.9242343145200196], [142, 3.9242343145200196], [1991, 3.9242343145200196], [559, 3.9242343145200196], [256, 3.9242343145200196], [1928, 3.9242343145200196], [1213, 3.9242343145200196], [941, 3.9242343145200196]]"
760,1669,"[[268, 3.9242343145200196], [792, 4.523188311911529], [565, 3.9242343145200196], [690, 4.523188311911529], [1581, 3.9242343145200196], [428, 3.9242343145200196], [1780, 3.9242343145200196], [293, 3.9242343145200196], [137, 3.9242343145200196], [249, 3.9242343145200196], [1956, 3.9242343145200196], [605, 3.9242343145200196], [1397, 3.9242343145200196], [1382, 3.9242343145200196], [1273, 3.9242343145200196], [142, 3.9242343145200196], [1869, 3.9242343145200196], [1946, 3.9242343145200196]]"
761,3075,"[[1900, 3.9242343145200196], [246, 3.9242343145200196], [1874, 3.9242343145200196], [838, 3.9242343145200196], [1979, 4.810296507289733], [1265, 3.9242343145200196], [1380, 3.9242343145200196], [1928, 4.523188311911529], [1090, 3.9242343145200196], [827, 3.9242343145200196]]"
762,1058,"[[565, 3.9242343145200196], [385, 4.523188311911529], [731, 4.523188311911529], [1272, 3.9242343145200196], [1093, 3.9242343145200196], [1897, 3.9242343145200196], [1096, 4.523188311911529], [810, 3.9242343145200196], [1397, 3.9242343145200196], [1963, 3.9242343145200196], [428, 3.9242343145200196], [2062, 3.9242343145200196], [1731, 3.9242343145200196], [180, 3.9242343145200196]]"
