,0,1,2
8343,7@259,"[[581, 1], [1937, 1]]",3.0
8344,147@975,"[[152, 1], [142, 1]]",5.0
8345,88@3994,"[[650, 1]]",3.0
8346,1@2017,"[[77, 1], [2089, 1], [1879, 1]]",4.0
8347,76@5255,"[[2034, 1], [77, 1], [1977, 1], [1744, 1], [1030, 1]]",5.0
8348,2@4775,"[[268, 1], [835, 1], [186, 1], [2003, 1], [1948, 1]]",2.0
8349,10@3962,"[[1487, 1], [357, 1], [61, 1], [1956, 1], [1213, 1], [1243, 1], [268, 1]]",4.0
8350,88@951,"[[1503, 1], [941, 1], [1714, 1], [1210, 1], [1213, 1]]",4.0
8351,51@2853,"[[2006, 1]]",4.0
8352,78@2429,"[[2071, 1]]",4.0
8353,37@3044,"[[1397, 1], [596, 1], [1574, 1], [1210, 1]]",2.0
8354,83@3943,"[[1869, 1], [694, 1], [1874, 1], [1423, 1]]",4.0
8355,103@1285,"[[268, 1], [545, 1]]",5.0
8356,146@3505,"[[1273, 1]]",4.0
8357,42@3393,"[[792, 1], [2002, 1], [2005, 1], [1925, 1], [1273, 1]]",4.0
8358,99@226,"[[406, 1]]",4.0
8359,145@3633,"[[285, 1]]",4.0
8360,8@4563,"[[1886, 1]]",4.0
8361,70@1474,"[[731, 1]]",4.0
8362,59@2580,"[[1189, 1], [975, 1], [556, 1], [557, 1], [731, 1], [557, 1]]",2.0
8363,28@2361,"[[1874, 1], [1273, 1]]",4.0
8364,0@3427,"[[460, 1], [1397, 1], [26, 1]]",3.0
8365,26@1054,"[[15, 1], [1096, 1], [1075, 1], [556, 1], [1213, 1]]",4.0
8366,96@4869,"[[1023, 1]]",3.0
8367,37@5248,"[[1479, 1]]",5.0
8368,59@3617,"[[1310, 1], [1714, 1], [2089, 1]]",5.0
8369,10@4216,"[[908, 1]]",1.0
8370,114@1436,"[[186, 1]]",2.0
8371,104@581,"[[1273, 1], [1479, 1]]",4.0
8372,93@2076,"[[835, 1], [19, 1]]",4.0
8373,151@4329,"[[77, 1], [186, 1], [565, 1], [1213, 1]]",4.0
8374,35@1283,"[[1273, 1]]",3.0
8375,106@2467,"[[1372, 1], [234, 1], [115, 1]]",4.0
8376,140@2995,"[[757, 1], [689, 1], [1729, 1], [2002, 1], [736, 1], [980, 1], [2079, 1], [1065, 1], [1104, 1]]",4.0
8377,142@3917,"[[186, 1]]",3.0
8378,50@1465,"[[1355, 1], [1155, 1], [1397, 1], [556, 1], [223, 1], [1714, 1]]",3.0
8379,136@4062,"[[941, 1], [726, 1]]",4.0
8380,96@1069,"[[2037, 1], [736, 1], [798, 1]]",5.0
8381,150@2819,"[[152, 1]]",4.0
8382,17@2800,"[[581, 1], [191, 1], [230, 1]]",3.0
8383,62@3758,"[[1925, 1]]",5.0
8384,109@239,"[[1273, 1]]",4.0
8385,57@1830,"[[268, 1], [428, 1], [1521, 1], [1928, 1], [2003, 1]]",3.0
8386,147@2481,"[[101, 1]]",3.0
8387,148@1327,"[[342, 1], [203, 1]]",4.0
8388,124@5103,"[[496, 1]]",4.0
8389,70@2776,"[[509, 1], [186, 1], [1023, 1], [1637, 1], [1838, 1], [596, 1], [761, 1], [896, 1]]",5.0
8390,3@1002,"[[1904, 1], [1979, 1], [1375, 1]]",4.0
8391,50@2531,"[[1023, 1], [557, 1], [1213, 1]]",3.0
8392,53@1855,"[[1273, 1], [2096, 1], [16, 1]]",3.0
8393,59@530,"[[1441, 1], [436, 1], [509, 1], [1928, 1], [42, 1]]",4.0
8394,58@3396,"[[777, 1]]",5.0
8395,92@1017,"[[1978, 1], [1278, 1]]",4.0
8396,114@1439,"[[835, 1], [186, 1]]",4.0
8397,22@4902,"[[246, 1], [809, 1]]",3.0
8398,144@3454,"[[152, 1], [835, 1], [1441, 1], [342, 1]]",5.0
8399,86@2772,"[[581, 1], [1567, 1], [1213, 1], [1213, 1]]",2.0
8400,146@4313,"[[990, 1], [690, 1], [1648, 1], [655, 1]]",4.0
8401,45@4382,"[[992, 1], [1369, 1], [1243, 1]]",4.0
8402,50@2417,"[[1423, 1]]",3.0
8403,88@3023,"[[1203, 1]]",4.0
8404,88@1004,"[[509, 1], [1315, 1], [1172, 1]]",4.0
8405,144@767,"[[2016, 1], [961, 1], [1423, 1], [669, 1]]",4.0
8406,151@3720,"[[1799, 1]]",4.0
8407,119@1367,"[[891, 1], [186, 1], [1928, 1], [1213, 1]]",2.0
8408,92@4378,"[[1372, 1], [1632, 1], [186, 1], [351, 1]]",4.0
8409,87@4577,"[[1873, 1], [790, 1], [934, 1]]",5.0
8410,126@2636,"[[87, 1]]",5.0
8411,45@1207,"[[993, 1]]",5.0
8412,143@755,"[[1546, 1], [479, 1]]",5.0
8413,42@5137,"[[579, 1], [1873, 1], [1963, 1], [596, 1]]",4.0
8414,101@1646,"[[1224, 1], [596, 1], [1146, 1]]",4.0
8415,147@2003,"[[2016, 1], [961, 1]]",4.0
8416,4@3208,"[[757, 1], [1394, 1], [1479, 1], [1273, 1]]",1.0
8417,83@1131,"[[1372, 1], [268, 1], [839, 1], [1071, 1], [1826, 1], [731, 1]]",4.0
8418,103@2177,"[[1329, 1], [969, 1]]",5.0
8419,147@4382,"[[726, 1], [1688, 1], [1213, 1]]",3.0
8420,146@677,"[[965, 1], [83, 1], [835, 1], [806, 1], [1213, 1], [124, 1]]",4.0
8421,18@3125,"[[1979, 1], [1035, 1]]",4.0
8422,110@1207,"[[186, 1], [1548, 1], [246, 1], [1619, 1]]",4.0
8423,84@3930,"[[1441, 1], [1134, 1], [1479, 1], [61, 1]]",4.0
8424,5@4325,"[[186, 1], [777, 1]]",4.0
8425,101@3839,"[[592, 1], [1126, 1], [1104, 1]]",4.0
8426,118@2812,"[[705, 1], [2036, 1], [596, 1], [610, 1], [1632, 1]]",4.0
8427,111@3183,"[[143, 1], [891, 1], [736, 1], [1567, 1], [1479, 1]]",5.0
8428,35@617,"[[1155, 1], [460, 1]]",3.0
8429,125@2628,"[[1870, 1]]",3.0
8430,47@2029,"[[643, 1]]",5.0
8431,17@1933,"[[21, 1]]",4.0
8432,88@194,"[[1418, 1], [100, 1], [1567, 1], [1023, 1]]",3.0
8433,50@235,"[[1372, 1], [142, 1], [1418, 1], [703, 1], [2001, 1], [526, 1], [1315, 1], [1065, 1], [1616, 1], [249, 1], [1928, 1], [731, 1], [246, 1]]",4.0
8434,88@4743,"[[941, 1], [501, 1], [1479, 1]]",4.0
8435,3@2558,"[[1956, 1], [736, 1]]",4.0
8436,41@5081,"[[1213, 1]]",4.0
8437,147@1735,"[[202, 1]]",4.0
8438,151@4348,"[[757, 1], [1243, 1]]",4.0
8439,145@4918,"[[15, 1], [605, 1]]",5.0
8440,3@1885,"[[137, 1], [969, 1]]",4.0
8441,30@3806,"[[1265, 1], [1925, 1]]",3.0
8442,39@1904,"[[1738, 1], [1874, 1], [1273, 1]]",3.0
8443,130@4867,"[[186, 1], [1397, 1], [1213, 1], [186, 1], [476, 1]]",2.0
8444,149@5152,"[[592, 1], [1441, 1], [605, 1]]",5.0
8445,16@1369,"[[845, 1]]",5.0
8446,8@39,"[[186, 1]]",5.0
8447,39@977,"[[1928, 1]]",3.0
8448,62@4151,"[[1096, 1], [428, 1]]",3.0
8449,64@287,"[[202, 1], [1318, 1], [1931, 1], [274, 1], [1971, 1], [1423, 1], [1158, 1], [669, 1]]",5.0
8450,96@1,"[[1048, 1], [1931, 1]]",4.0
8451,10@2012,"[[592, 1]]",3.0
8452,84@4060,"[[163, 1], [777, 1]]",4.0
8453,26@2679,"[[757, 1], [1813, 1], [1567, 1], [2036, 1]]",4.0
8454,107@1243,"[[307, 1]]",4.0
8455,100@5206,"[[202, 1], [777, 1], [1213, 1], [268, 1], [1582, 1], [1213, 1], [268, 1], [492, 1], [1509, 1]]",3.5
8456,61@5061,"[[1479, 1]]",4.0
8457,127@2539,"[[2036, 1], [289, 1]]",4.0
8458,2@4307,"[[270, 1], [1048, 1], [491, 1], [1548, 1]]",5.0
8459,145@2418,"[[1189, 1], [1189, 1]]",3.0
8460,146@2169,"[[150, 1]]",4.0
8461,147@645,"[[1714, 1], [1096, 1], [1639, 1], [2036, 1], [2062, 1], [1407, 1], [428, 1]]",3.0
8462,151@2216,"[[1780, 1], [1213, 1]]",4.0
8463,149@1351,"[[1078, 1], [1479, 1], [1078, 1]]",3.0
8464,148@286,"[[1732, 1], [1514, 1]]",3.0
8465,10@2176,"[[1287, 1]]",3.0
8466,58@4478,"[[569, 1], [79, 1]]",4.0
8467,125@2774,"[[596, 1]]",4.0
8468,96@1114,"[[1874, 1]]",3.0
8469,59@2432,"[[1692, 1], [445, 1]]",2.0
8470,41@3959,"[[1273, 1]]",1.0
8471,96@3340,"[[1870, 1], [166, 1]]",4.0
8472,132@178,"[[1787, 1], [581, 1]]",5.0
8473,23@875,"[[941, 1]]",5.0
8474,142@810,"[[83, 1], [130, 1], [643, 1], [124, 1]]",4.0
8475,103@1343,"[[1009, 1]]",5.0
8476,15@3089,"[[186, 1], [565, 1], [268, 1]]",3.0
8477,40@4582,"[[694, 1], [643, 1], [1873, 1], [1210, 1]]",3.0
8478,139@4439,"[[142, 1], [1637, 1], [1952, 1], [728, 1], [731, 1]]",4.0
8479,38@1887,"[[69, 1], [1479, 1], [694, 1], [730, 1]]",4.0
8480,105@616,"[[1674, 1], [142, 1], [1155, 1], [1632, 1], [436, 1], [186, 1], [546, 1], [1177, 1], [445, 1], [1243, 1]]",4.0
8481,86@3349,"[[675, 1]]",4.0
8482,54@3264,"[[581, 1]]",4.0
8483,39@2723,"[[143, 1], [1213, 1]]",5.0
8484,92@2253,"[[268, 1], [1887, 1], [755, 1]]",3.0
8485,92@325,"[[268, 1], [1155, 1], [1441, 1], [914, 1], [1744, 1]]",4.0
8486,146@2148,"[[1164, 1], [1273, 1], [62, 1]]",4.0
8487,137@665,"[[990, 1], [1529, 1]]",4.0
8488,48@1158,"[[268, 1], [597, 1], [324, 1]]",3.0
8489,41@233,"[[1397, 1], [1874, 1]]",3.0
8490,96@1088,"[[1931, 1], [705, 1]]",3.0
8491,93@1252,"[[293, 1], [294, 1], [1126, 1], [1874, 1]]",4.0
8492,86@2402,"[[1543, 1], [694, 1], [1487, 1], [186, 1], [565, 1], [1213, 1]]",4.0
8493,72@4047,"[[1397, 1], [1873, 1]]",2.0
8494,149@3180,"[[186, 1]]",3.0
8495,131@1331,"[[1210, 1]]",5.0
8496,106@3626,"[[1441, 1], [643, 1], [1126, 1]]",4.0
8497,50@3439,"[[293, 1], [142, 1], [1059, 1], [1874, 1], [1210, 1], [1928, 1], [731, 1], [596, 1]]",3.0
8498,57@956,"[[792, 1], [422, 1], [736, 1], [2028, 1], [1213, 1], [731, 1], [293, 1], [1397, 1], [1172, 1], [246, 1]]",4.0
8499,20@1921,"[[1696, 1], [137, 1]]",5.0
8500,83@1207,"[[736, 1], [477, 1]]",4.0
8501,147@4125,"[[777, 1], [385, 1]]",4.0
8502,113@2591,"[[1189, 1], [1744, 1], [1397, 1], [1369, 1], [1243, 1]]",4.0
8503,142@3930,"[[1078, 1], [643, 1], [1669, 1]]",4.0
8504,88@1282,"[[1873, 1], [142, 1], [1059, 1], [1548, 1], [319, 1], [223, 1], [1850, 1], [993, 1], [975, 1], [1857, 1]]",3.0
8505,88@892,"[[101, 1]]",4.0
8506,85@2658,"[[920, 1], [96, 1], [1487, 1]]",4.0
8507,22@4539,"[[157, 1], [1189, 1], [1096, 1], [676, 1], [246, 1], [1315, 1]]",5.0
8508,23@5048,"[[268, 1], [1947, 1], [597, 1], [186, 1], [261, 1], [596, 1], [1213, 1]]",5.0
8509,84@4063,"[[186, 1], [1078, 1]]",4.0
8510,69@795,"[[15, 1], [643, 1], [1305, 1], [1315, 1]]",4.0
8511,92@5101,"[[62, 1], [1479, 1]]",4.0
8512,143@2043,"[[1780, 1], [1213, 1]]",5.0
8513,137@3442,"[[630, 1], [2058, 1], [383, 1], [28, 1]]",4.0
8514,86@4432,"[[186, 1]]",4.0
8515,150@316,"[[928, 1], [556, 1], [731, 1]]",4.0
8516,139@395,"[[1189, 1], [551, 1], [643, 1], [1213, 1]]",4.0
8517,1@1014,"[[294, 1], [845, 1]]",5.0
8518,151@678,"[[1869, 1], [1787, 1], [508, 1], [1441, 1], [777, 1], [1874, 1], [1104, 1], [61, 1]]",3.0
8519,100@1878,"[[1099, 1], [1418, 1], [810, 1], [543, 1], [1213, 1], [731, 1]]",4.0
8520,48@4847,"[[1869, 1], [529, 1], [142, 1], [1155, 1], [1423, 1]]",4.0
8521,129@659,"[[592, 1], [1397, 1], [1213, 1]]",3.0
8522,18@1941,"[[513, 1], [460, 1], [607, 1], [41, 1], [1946, 1], [731, 1], [246, 1]]",4.0
8523,151@4631,"[[1368, 1], [390, 1]]",3.0
8524,76@3435,"[[1873, 1], [1692, 1]]",3.0
8525,135@3575,"[[1315, 1]]",4.0
8526,42@1873,"[[1093, 1], [100, 1], [1315, 1], [1213, 1]]",4.0
8527,152@2129,"[[1023, 1], [1213, 1]]",1.0
8528,149@2070,"[[186, 1], [1530, 1], [1273, 1]]",5.0
8529,61@1470,"[[777, 1], [1172, 1]]",4.0
8530,48@5247,"[[186, 1], [1744, 1], [324, 1]]",3.0
8531,130@526,"[[1780, 1]]",3.0
8532,59@2367,"[[88, 1]]",3.0
8533,88@4342,"[[143, 1], [2079, 1], [1928, 1], [115, 1]]",4.0
8534,10@2641,"[[1925, 1]]",3.0
8535,118@2693,"[[491, 1], [1096, 1], [1279, 1], [436, 1], [186, 1], [565, 1], [186, 1]]",3.0
8536,56@3188,"[[1547, 1]]",5.0
8537,101@706,"[[121, 1], [2003, 1], [230, 1], [547, 1]]",5.0
8538,149@1943,"[[1866, 1], [445, 1], [1213, 1]]",5.0
8539,8@274,"[[143, 1]]",3.0
8540,52@3755,"[[1479, 1], [15, 1], [941, 1], [268, 1], [428, 1]]",3.5
8541,100@1800,"[[1931, 1], [1511, 1], [955, 1], [1213, 1], [1093, 1], [130, 1], [1928, 1]]",2.0
8542,122@3162,"[[1213, 1]]",3.0
8543,62@1413,"[[186, 1], [1423, 1]]",3.0
8544,56@1125,"[[1874, 1]]",4.0
8545,116@1109,"[[565, 1]]",5.0
8546,92@1443,"[[581, 1], [694, 1]]",5.0
8547,47@2343,"[[202, 1], [799, 1], [731, 1], [694, 1], [731, 1], [1104, 1]]",3.0
8548,88@2243,"[[810, 1], [137, 1], [428, 1], [1104, 1], [1873, 1]]",4.0
8549,22@2283,"[[643, 1], [795, 1]]",3.0
8550,96@1961,"[[969, 1]]",4.0
8551,56@4700,"[[1272, 1], [1479, 1], [246, 1], [941, 1]]",4.0
8552,28@4812,"[[1978, 1], [777, 1]]",3.0
8553,111@871,"[[565, 1]]",4.0
8554,18@4672,"[[596, 1], [1731, 1], [1863, 1], [246, 1], [1479, 1]]",3.5
8555,113@4320,"[[1278, 1]]",5.0
8556,70@292,"[[549, 1], [1423, 1]]",5.0
8557,10@2705,"[[592, 1], [1078, 1], [1301, 1], [1567, 1], [385, 1], [2046, 1]]",5.0
8558,93@1640,"[[581, 1], [876, 1], [777, 1], [428, 1]]",4.0
8559,68@3046,"[[1096, 1], [1567, 1], [1612, 1]]",3.0
8560,142@795,"[[152, 1], [509, 1], [1172, 1]]",5.0
8561,2@4306,"[[1928, 1]]",2.0
8562,146@1374,"[[1189, 1], [1931, 1]]",3.0
8563,129@4303,"[[79, 1]]",4.0
8564,149@2091,"[[152, 1]]",3.0
8565,74@1663,"[[1471, 1], [1172, 1], [1315, 1]]",5.0
8566,90@150,"[[1273, 1], [1956, 1]]",1.0
8567,70@1864,"[[1978, 1], [777, 1], [1479, 1]]",4.0
8568,74@491,"[[2043, 1], [1319, 1]]",5.0
8569,96@4632,"[[1874, 1], [1423, 1], [124, 1]]",4.0
8570,43@1964,"[[1155, 1], [405, 1], [565, 1]]",3.0
8571,18@326,"[[312, 1], [1874, 1], [1635, 1], [324, 1]]",4.0
8572,10@2222,"[[77, 1], [1213, 1]]",3.0
8573,28@3375,"[[777, 1], [137, 1], [62, 1]]",3.0
8574,114@3668,"[[1224, 1]]",3.0
8575,42@1183,"[[77, 1], [845, 1]]",4.0
8576,120@631,"[[268, 1], [491, 1], [186, 1], [526, 1]]",5.0
8577,92@2852,"[[186, 1], [1479, 1], [62, 1], [1979, 1]]",4.0
8578,116@1043,"[[777, 1]]",4.0
8579,47@4803,"[[186, 1]]",5.0
8580,98@3042,"[[1023, 1], [1315, 1], [246, 1], [1023, 1]]",1.0
8581,140@418,"[[2024, 1], [1078, 1], [1418, 1], [1714, 1], [705, 1], [1691, 1], [2079, 1]]",4.0
8582,141@3924,"[[1149, 1], [1044, 1], [88, 1]]",4.0
8583,48@5146,"[[1934, 1], [757, 1], [1543, 1], [835, 1], [738, 1], [565, 1], [373, 1]]",2.0
8584,62@3989,"[[795, 1]]",5.0
8585,151@2444,"[[1155, 1]]",4.0
8586,106@4903,"[[2016, 1]]",5.0
8587,37@3026,"[[186, 1], [1210, 1]]",4.0
8588,30@5096,"[[1093, 1], [1873, 1], [1679, 1]]",4.0
8589,122@1174,"[[268, 1], [2008, 1]]",1.0
8590,64@685,"[[152, 1], [142, 1], [501, 1], [1963, 1], [596, 1], [479, 1]]",5.0
8591,57@3892,"[[2016, 1], [1047, 1], [1913, 1], [2016, 1]]",4.0
8592,63@4070,"[[1874, 1], [521, 1]]",4.0
8593,86@1114,"[[62, 1], [2046, 1]]",3.0
8594,98@426,"[[157, 1], [835, 1], [597, 1], [1155, 1], [460, 1], [436, 1], [1491, 1], [246, 1], [645, 1], [268, 1]]",5.0
8595,69@2535,"[[157, 1], [1255, 1], [845, 1]]",3.0
8596,32@3301,"[[289, 1], [293, 1], [643, 1], [2036, 1]]",4.0
8597,1@2235,"[[137, 1], [1273, 1], [62, 1]]",5.0
8598,96@4450,"[[293, 1]]",3.0
8599,67@2038,"[[1674, 1], [152, 1], [1099, 1], [835, 1], [1889, 1], [234, 1], [1155, 1], [436, 1], [115, 1], [1928, 1], [268, 1], [1744, 1]]",2.0
8600,88@511,"[[186, 1]]",4.0
8601,102@665,"[[1023, 1]]",5.0
8602,118@1007,"[[268, 1], [1441, 1]]",4.0
8603,140@2645,"[[736, 1], [1023, 1], [1172, 1], [1461, 1], [689, 1]]",3.0
8604,56@1410,"[[1674, 1], [1155, 1], [1397, 1], [1928, 1]]",5.0
8605,104@1508,"[[1273, 1]]",4.0
8606,37@1342,"[[1913, 1], [1423, 1], [168, 1]]",1.0
8607,128@3019,"[[186, 1], [1023, 1]]",5.0
8608,17@1538,"[[675, 1], [1023, 1]]",4.0
8609,99@1367,"[[777, 1], [1667, 1], [1874, 1], [230, 1]]",4.0
8610,83@2860,"[[2067, 1], [565, 1], [1522, 1]]",3.0
8611,126@124,"[[689, 1], [1213, 1]]",5.0
8612,80@587,"[[1514, 1]]",3.0
8613,118@1577,"[[1931, 1], [1479, 1], [2046, 1]]",5.0
8614,99@835,"[[21, 1], [795, 1], [368, 1]]",4.0
8615,65@4834,"[[1078, 1], [100, 1], [643, 1], [1567, 1], [1368, 1], [428, 1], [1423, 1]]",5.0
8616,152@39,"[[152, 1], [1825, 1], [186, 1]]",3.0
8617,67@4039,"[[353, 1], [946, 1]]",4.0
8618,86@771,"[[142, 1], [186, 1]]",2.0
8619,69@1785,"[[1155, 1], [496, 1], [557, 1]]",3.0
8620,144@1906,"[[705, 1], [1874, 1], [1210, 1], [543, 1]]",5.0
8621,44@2738,"[[1889, 1]]",5.0
8622,10@2187,"[[24, 1], [607, 1], [2089, 1]]",4.0
8623,84@2630,"[[777, 1], [62, 1]]",5.0
8624,140@997,"[[1869, 1], [295, 1], [207, 1], [1078, 1], [214, 1], [191, 1], [1423, 1], [230, 1]]",4.0
8625,22@3075,"[[1090, 1], [1928, 1]]",4.0
8626,65@2633,"[[1155, 1], [738, 1], [545, 1], [1956, 1]]",5.0
8627,80@2362,"[[1372, 1], [268, 1], [936, 1], [460, 1], [755, 1], [501, 1]]",3.0
8628,51@980,"[[792, 1]]",5.0
8629,39@4364,"[[605, 1]]",4.0
8630,34@1669,"[[792, 1], [1273, 1]]",3.0
8631,88@4435,"[[592, 1], [736, 1], [526, 1], [1023, 1], [2036, 1]]",4.0
8632,71@1442,"[[1744, 1], [755, 1], [565, 1], [492, 1], [565, 1]]",2.0
8633,122@1132,"[[777, 1], [1479, 1], [1273, 1], [1423, 1]]",4.0
8634,96@1538,"[[445, 1], [476, 1], [15, 1]]",4.0
8635,67@2535,"[[152, 1], [581, 1], [143, 1], [1692, 1], [1952, 1], [1514, 1], [143, 1]]",4.0
8636,31@3458,"[[142, 1], [1567, 1]]",3.0
8637,62@3455,"[[1484, 1], [246, 1]]",4.0
8638,122@2179,"[[1189, 1], [246, 1]]",3.0
8639,102@3992,"[[1023, 1], [1423, 1], [152, 1]]",4.0
8640,69@4063,"[[1427, 1], [1623, 1], [1567, 1], [728, 1], [1213, 1], [385, 1]]",5.0
8641,137@2723,"[[1096, 1]]",4.0
8642,52@4371,"[[77, 1], [1210, 1], [77, 1], [2008, 1]]",3.0
8643,29@4048,"[[152, 1], [941, 1], [1096, 1], [1023, 1], [1567, 1], [1874, 1], [246, 1], [728, 1]]",5.0
8644,46@3604,"[[186, 1], [2003, 1], [2089, 1]]",4.0
8645,58@2598,"[[949, 1], [1423, 1], [61, 1]]",4.0
8646,12@383,"[[1487, 1], [1397, 1], [1857, 1], [992, 1], [324, 1], [1358, 1]]",3.0
8647,10@3371,"[[1418, 1], [2001, 1], [1418, 1]]",4.0
8648,96@4163,"[[1787, 1], [268, 1]]",3.0
8649,139@537,"[[1487, 1], [1397, 1]]",3.0
8650,75@3745,"[[1706, 1], [61, 1], [1475, 1]]",4.0
8651,99@2010,"[[845, 1], [876, 1]]",4.0
8652,62@4933,"[[15, 1], [549, 1], [980, 1], [622, 1], [731, 1], [1078, 1], [186, 1]]",2.0
8653,62@2484,"[[15, 1], [62, 1]]",3.0
8654,92@3867,"[[1479, 1]]",4.0
8655,111@478,"[[428, 1], [1986, 1]]",4.0
8656,78@530,"[[274, 1], [186, 1], [1847, 1], [1432, 1]]",4.0
8657,48@3096,"[[2008, 1], [1423, 1]]",3.0
8658,59@3145,"[[21, 1]]",4.0
8659,78@2349,"[[123, 1], [835, 1], [539, 1], [761, 1]]",3.0
8660,147@2396,"[[186, 1], [1874, 1]]",4.0
8661,110@2464,"[[246, 1], [731, 1], [1078, 1], [731, 1]]",4.0
8662,92@3427,"[[777, 1], [1278, 1]]",4.0
8663,134@1476,"[[941, 1], [1135, 1], [1874, 1]]",3.0
8664,150@3626,"[[1931, 1], [186, 1], [1323, 1], [256, 1]]",4.0
8665,7@2215,"[[845, 1], [643, 1]]",4.0
8666,147@1637,"[[672, 1], [1453, 1]]",4.0
8667,86@1991,"[[1134, 1]]",5.0
8668,144@735,"[[1991, 1]]",5.0
8669,151@4997,"[[1479, 1]]",4.0
8670,5@810,"[[1372, 1], [1869, 1], [268, 1], [992, 1], [1369, 1]]",5.0
8671,88@3607,"[[1870, 1]]",4.0
8672,42@1010,"[[1473, 1], [1490, 1], [125, 1]]",5.0
8673,96@4623,"[[835, 1], [1441, 1], [545, 1], [643, 1], [606, 1], [1213, 1]]",4.0
8674,56@586,"[[1198, 1], [1874, 1], [285, 1], [586, 1]]",5.0
8675,32@469,"[[777, 1], [1213, 1]]",2.0
8676,48@3766,"[[643, 1], [607, 1], [1014, 1], [249, 1]]",3.0
8677,142@3014,"[[711, 1], [795, 1]]",5.0
8678,147@1848,"[[1561, 1], [565, 1], [1016, 1], [2061, 1], [1972, 1], [1423, 1], [2071, 1]]",3.0
8679,112@2723,"[[1567, 1]]",3.0
8680,55@526,"[[1869, 1], [1046, 1], [1423, 1]]",5.0
8681,17@3331,"[[1869, 1], [1543, 1], [1213, 1], [691, 1], [717, 1]]",2.0
8682,39@3755,"[[1873, 1], [1213, 1]]",4.0
8683,139@1174,"[[551, 1], [460, 1], [1938, 1], [596, 1]]",3.0
8684,117@4824,"[[643, 1], [246, 1], [1956, 1], [605, 1], [1946, 1], [605, 1]]",4.0
8685,50@438,"[[61, 1], [61, 1]]",3.0
8686,103@2383,"[[980, 1], [1078, 1]]",5.0
8687,15@5108,"[[941, 1], [186, 1]]",3.0
8688,10@2706,"[[1448, 1], [2071, 1], [1423, 1]]",4.0
8689,118@4404,"[[1931, 1]]",5.0
8690,6@4358,"[[941, 1], [15, 1], [1093, 1], [1126, 1], [1956, 1], [592, 1], [1093, 1]]",4.0
8691,149@2338,"[[795, 1]]",5.0
8692,113@5173,"[[186, 1], [428, 1]]",5.0
8693,92@2161,"[[1423, 1]]",3.0
8694,101@4543,"[[1866, 1], [1475, 1]]",4.0
8695,50@39,"[[835, 1], [596, 1]]",5.0
8696,42@1573,"[[646, 1]]",5.0
8697,141@2653,"[[795, 1], [795, 1]]",3.0
8698,75@4012,"[[428, 1]]",3.0
8699,42@1477,"[[1874, 1]]",5.0
8700,9@1172,"[[186, 1], [2036, 1], [476, 1], [289, 1]]",4.0
8701,101@4205,"[[1213, 1]]",5.0
8702,92@467,"[[42, 1]]",4.0
8703,106@4757,"[[941, 1], [202, 1], [1155, 1], [1850, 1], [1503, 1]]",3.0
8704,98@4903,"[[2016, 1], [531, 1], [2016, 1]]",4.0
8705,62@4051,"[[586, 1]]",2.0
8706,88@2642,"[[941, 1], [1023, 1], [1763, 1], [1134, 1]]",4.0
8707,119@178,"[[230, 1], [1215, 1], [1941, 1]]",5.0
8708,35@4313,"[[1548, 1], [596, 1]]",4.0
8709,128@1036,"[[293, 1], [1023, 1]]",5.0
8710,142@1594,"[[795, 1]]",3.0
8711,48@3209,"[[77, 1], [460, 1], [1744, 1], [565, 1]]",3.0
8712,26@380,"[[757, 1], [1567, 1]]",5.0
8713,56@1237,"[[689, 1], [643, 1], [1567, 1]]",4.0
8714,103@761,"[[1719, 1], [581, 1], [268, 1], [1423, 1]]",4.0
8715,96@2207,"[[186, 1], [1479, 1], [1213, 1]]",4.0
8716,37@3253,"[[294, 1]]",1.0
8717,86@1090,"[[1996, 1]]",5.0
8718,83@4221,"[[1069, 1], [1796, 1], [1971, 1]]",4.0
8719,146@457,"[[1172, 1], [731, 1], [539, 1]]",5.0
8720,125@4237,"[[1543, 1]]",2.0
8721,56@709,"[[1870, 1], [1874, 1]]",4.0
8722,3@1287,"[[694, 1], [1487, 1], [508, 1], [1213, 1]]",4.0
8723,115@1483,"[[268, 1], [596, 1], [1213, 1], [941, 1], [1928, 1]]",3.0
8724,88@200,"[[1479, 1], [1885, 1]]",5.0
8725,8@1861,"[[268, 1], [1479, 1], [596, 1], [1243, 1]]",4.0
8726,107@5189,"[[757, 1]]",3.0
8727,137@1715,"[[1082, 1]]",4.0
8728,39@1243,"[[1764, 1], [290, 1]]",5.0
8729,147@943,"[[137, 1], [1979, 1], [1956, 1]]",5.0
8730,137@3942,"[[152, 1], [1305, 1]]",3.0
8731,31@2502,"[[1874, 1], [1172, 1], [969, 1]]",4.0
8732,118@40,"[[592, 1], [2079, 1], [1126, 1], [289, 1]]",3.0
8733,62@1212,"[[592, 1], [705, 1], [1423, 1], [941, 1], [293, 1]]",4.0
8734,147@4173,"[[1350, 1]]",3.0
8735,71@1285,"[[1674, 1], [268, 1], [460, 1], [1874, 1]]",5.0
8736,147@3323,"[[1714, 1], [1096, 1]]",5.0
8737,106@467,"[[208, 1], [1996, 1], [12, 1], [1030, 1], [761, 1], [1514, 1]]",3.0
8738,108@4457,"[[188, 1]]",3.0
8739,10@719,"[[152, 1], [1724, 1], [1692, 1], [1567, 1], [255, 1], [476, 1]]",4.0
8740,23@1276,"[[2016, 1]]",5.0
8741,149@3351,"[[1874, 1], [1273, 1], [61, 1]]",4.0
