,0,1,2
2985,134@5158,"[[1423, 1], [1613, 1], [646, 1], [2048, 1], [1690, 1]]",5.0
2986,144@248,"[[1273, 1]]",3.0
2987,95@3966,"[[705, 1], [1918, 1], [1178, 1]]",4.0
2988,85@2446,"[[1674, 1], [835, 1], [1155, 1], [557, 1]]",4.0
2989,63@5143,"[[1215, 1]]",4.0
2990,143@1170,"[[1869, 1], [689, 1], [479, 1], [992, 1]]",4.0
2991,144@4393,"[[941, 1], [1692, 1], [186, 1], [596, 1]]",4.0
2992,92@4986,"[[1273, 1]]",4.0
2993,40@3704,"[[941, 1]]",3.0
2994,56@880,"[[15, 1], [1172, 1], [761, 1], [385, 1]]",4.0
2995,2@1254,"[[564, 1], [689, 1], [186, 1], [643, 1], [41, 1]]",3.0
2996,125@3457,"[[1479, 1], [1309, 1]]",3.0
2997,42@2701,"[[586, 1]]",5.0
2998,56@3808,"[[1155, 1]]",4.0
2999,65@2852,"[[1956, 1], [137, 1], [191, 1], [428, 1], [1479, 1], [230, 1], [1986, 1]]",3.5
3000,144@3040,"[[186, 1], [1441, 1], [230, 1]]",4.0
3001,104@2012,"[[778, 1], [2036, 1], [2017, 1]]",5.0
3002,68@2467,"[[206, 1]]",4.0
3003,88@2364,"[[941, 1], [142, 1], [1078, 1], [1023, 1], [1172, 1], [428, 1]]",4.0
3004,147@2408,"[[1046, 1], [1991, 1], [1397, 1], [1152, 1], [1850, 1]]",2.0
3005,120@560,"[[243, 1], [1479, 1], [1213, 1]]",3.0
3006,101@2374,"[[166, 1], [2008, 1]]",4.0
3007,18@1278,"[[1093, 1], [1579, 1], [1014, 1], [1126, 1], [1579, 1]]",3.0
3008,50@2855,"[[1869, 1], [1827, 1], [373, 1], [446, 1], [268, 1], [77, 1]]",3.0
3009,71@4342,"[[1813, 1], [186, 1], [546, 1], [1210, 1], [186, 1], [137, 1]]",4.0
3010,22@3907,"[[1093, 1], [777, 1], [643, 1], [62, 1]]",3.0
3011,10@2072,"[[95, 1], [1155, 1], [1285, 1], [255, 1], [102, 1], [1349, 1], [101, 1], [777, 1]]",5.0
3012,39@2343,"[[1536, 1], [1273, 1]]",4.0
3013,50@3770,"[[1096, 1], [646, 1], [1213, 1]]",3.0
3014,69@316,"[[694, 1], [1874, 1]]",4.0
3015,80@224,"[[1273, 1], [565, 1]]",4.0
3016,62@3958,"[[1441, 1], [526, 1], [2061, 1]]",5.0
3017,148@4287,"[[694, 1], [1874, 1], [1479, 1]]",4.0
3018,87@2232,"[[736, 1]]",4.0
3019,71@1544,"[[293, 1]]",2.0
3020,138@499,"[[1874, 1], [731, 1]]",5.0
3021,108@52,"[[1335, 1], [1536, 1], [1588, 1]]",4.0
3022,147@205,"[[101, 1]]",2.0
3023,101@2169,"[[705, 1], [2079, 1], [1479, 1], [605, 1], [1023, 1], [1918, 1]]",4.0
3024,42@1170,"[[819, 1], [261, 1], [1014, 1], [246, 1], [1692, 1], [845, 1], [186, 1], [835, 1], [1674, 1], [581, 1], [186, 1]]",4.33333333333
3025,106@5027,"[[596, 1]]",2.0
3026,102@398,"[[2005, 1], [1023, 1], [1397, 1], [1213, 1], [1305, 1], [852, 1]]",3.0
3027,106@1653,"[[581, 1], [891, 1], [1650, 1], [12, 1], [1567, 1], [385, 1], [1213, 1], [152, 1], [186, 1]]",4.0
3028,31@2070,"[[1530, 1], [102, 1], [57, 1], [546, 1]]",4.0
3029,42@4776,"[[689, 1], [1399, 1]]",5.0
3030,135@1673,"[[1273, 1]]",4.0
3031,74@4874,"[[1023, 1]]",4.0
3032,7@3797,"[[845, 1]]",4.0
3033,139@3789,"[[1567, 1], [428, 1], [596, 1], [186, 1]]",3.5
3034,4@950,"[[186, 1], [698, 1], [1423, 1], [268, 1], [186, 1]]",3.33333333333
3035,103@530,"[[1189, 1], [379, 1], [845, 1], [1744, 1], [1423, 1]]",5.0
3036,147@3173,"[[792, 1], [1315, 1], [61, 1]]",2.0
3037,42@1430,"[[1213, 1], [1078, 1]]",3.0
3038,26@1020,"[[268, 1]]",4.0
3039,91@286,"[[689, 1], [992, 1]]",4.0
3040,129@1383,"[[689, 1], [385, 1]]",5.0
3041,50@5033,"[[1418, 1], [694, 1], [980, 1], [2036, 1], [2036, 1], [310, 1], [131, 1], [1210, 1], [186, 1], [596, 1]]",3.33333333333
3042,4@588,"[[1674, 1], [1719, 1], [1744, 1], [1189, 1], [268, 1], [1524, 1], [551, 1], [186, 1], [864, 1]]",3.5
3043,90@2358,"[[15, 1], [941, 1], [1045, 1], [1023, 1], [62, 1], [941, 1], [1900, 1], [428, 1]]",5.0
3044,39@3782,"[[590, 1], [1023, 1], [646, 1]]",4.0
3045,20@1836,"[[947, 1], [1479, 1]]",4.0
3046,72@5228,"[[1273, 1]]",4.0
3047,83@3605,"[[146, 1], [1873, 1]]",5.0
3048,100@2399,"[[694, 1], [1487, 1], [1104, 1]]",2.0
3049,144@4802,"[[1892, 1], [268, 1], [460, 1], [1744, 1], [324, 1]]",4.66666666667
3050,96@3204,"[[775, 1], [460, 1], [1350, 1]]",2.0
3051,49@4743,"[[1213, 1]]",4.0
3052,1@2941,"[[1155, 1], [596, 1]]",4.0
3053,9@1897,"[[1479, 1], [62, 1], [186, 1]]",5.0
3054,42@5227,"[[1869, 1], [1070, 1], [689, 1], [491, 1], [1172, 1], [1928, 1], [1213, 1], [1692, 1], [1963, 1], [62, 1]]",4.0
3055,56@1145,"[[157, 1], [1155, 1], [643, 1], [616, 1], [1213, 1]]",3.0
3056,19@2399,"[[694, 1], [186, 1], [1956, 1], [1104, 1]]",5.0
3057,3@3885,"[[1874, 1]]",5.0
3058,142@645,"[[689, 1], [246, 1], [1567, 1]]",3.0
3059,91@1256,"[[152, 1], [1931, 1], [1273, 1], [569, 1], [289, 1], [913, 1]]",4.0
3060,131@2719,"[[1093, 1]]",4.0
3061,82@3009,"[[589, 1], [274, 1], [277, 1]]",4.0
3062,35@4326,"[[969, 1]]",4.0
3063,116@2760,"[[88, 1], [967, 1]]",1.0
3064,132@4521,"[[1155, 1]]",4.0
3065,144@3075,"[[1265, 1]]",4.0
3066,76@4601,"[[1869, 1], [1189, 1], [1688, 1], [246, 1], [547, 1], [1213, 1], [479, 1], [1213, 1]]",5.0
3067,49@1850,"[[268, 1], [1023, 1]]",4.0
3068,92@14,"[[186, 1], [1210, 1], [1213, 1], [1874, 1]]",3.0
3069,149@142,"[[1213, 1]]",3.0
3070,96@2637,"[[476, 1]]",4.0
3071,146@125,"[[2030, 1], [62, 1]]",5.0
3072,96@4791,"[[286, 1], [1350, 1]]",3.0
3073,69@2343,"[[702, 1], [1213, 1], [219, 1]]",2.0
3074,110@3602,"[[822, 1], [246, 1], [926, 1]]",4.0
3075,45@5132,"[[920, 1], [1744, 1]]",5.0
3076,80@204,"[[1874, 1]]",4.0
3077,92@2546,"[[268, 1], [246, 1]]",4.0
3078,39@4972,"[[1953, 1], [1567, 1], [62, 1], [246, 1]]",5.0
3079,48@4338,"[[460, 1]]",3.0
3080,105@1345,"[[125, 1], [314, 1]]",5.0
3081,86@4939,"[[1956, 1]]",4.0
3082,17@1675,"[[565, 1], [1213, 1]]",4.0
3083,35@1206,"[[1093, 1], [777, 1], [428, 1]]",2.0
3084,150@2641,"[[1979, 1], [1946, 1]]",4.0
3085,24@1201,"[[152, 1]]",4.0
3086,124@3841,"[[142, 1], [1213, 1]]",4.0
3087,114@5211,"[[186, 1]]",1.0
3088,77@2025,"[[1273, 1]]",5.0
3089,22@4398,"[[137, 1], [1475, 1], [1514, 1]]",5.0
3090,69@565,"[[1543, 1], [845, 1], [1243, 1]]",5.0
3091,92@4748,"[[1078, 1]]",4.0
3092,32@4747,"[[1479, 1], [476, 1]]",4.0
3093,74@2007,"[[1155, 1], [545, 1]]",4.0
3094,147@1202,"[[549, 1], [946, 1]]",4.0
3095,103@2192,"[[1905, 1], [223, 1], [1956, 1]]",5.0
3096,29@5198,"[[2016, 1], [2016, 1], [1479, 1], [125, 1], [1072, 1], [569, 1]]",5.0
3097,143@2561,"[[1546, 1], [777, 1], [1433, 1], [1669, 1], [1052, 1], [61, 1]]",5.0
3098,6@5240,"[[1874, 1], [1611, 1]]",5.0
3099,134@707,"[[544, 1]]",4.0
3100,140@2537,"[[1093, 1], [1423, 1], [580, 1], [2071, 1]]",5.0
3101,140@4923,"[[237, 1]]",5.0
3102,27@192,"[[1674, 1], [1397, 1], [1213, 1], [476, 1]]",4.0
3103,15@3742,"[[996, 1]]",4.0
3104,136@315,"[[709, 1]]",4.0
3105,35@4948,"[[1172, 1], [694, 1], [1023, 1]]",3.5
3106,76@2293,"[[491, 1], [186, 1], [1963, 1], [256, 1], [11, 1]]",4.0
3107,106@2872,"[[1873, 1], [1210, 1], [1023, 1]]",4.0
3108,28@2355,"[[1078, 1], [655, 1]]",4.0
3109,74@398,"[[1418, 1], [70, 1], [1536, 1], [1963, 1], [1363, 1], [1305, 1]]",3.0
3110,125@2038,"[[643, 1]]",3.0
3111,111@149,"[[731, 1], [592, 1], [941, 1], [736, 1]]",5.0
3112,145@619,"[[1548, 1], [1479, 1], [738, 1]]",2.0
3113,144@427,"[[243, 1], [869, 1], [137, 1], [1023, 1], [51, 1]]",4.0
3114,26@2692,"[[1423, 1]]",4.0
3115,1@1967,"[[1189, 1], [77, 1]]",3.0
3116,127@936,"[[1273, 1], [249, 1]]",4.0
3117,4@1936,"[[186, 1], [157, 1], [293, 1], [1354, 1], [2062, 1], [428, 1], [385, 1]]",3.0
3118,32@2382,"[[694, 1], [1737, 1], [1248, 1]]",4.0
3119,79@3512,"[[1441, 1], [1213, 1]]",4.0
3120,120@3263,"[[1873, 1], [694, 1], [1692, 1], [249, 1], [1731, 1], [1104, 1]]",5.0
3121,77@1511,"[[581, 1], [1423, 1], [905, 1], [479, 1]]",3.0
3122,108@4414,"[[1023, 1]]",4.0
3123,116@1997,"[[1674, 1], [142, 1], [187, 1], [942, 1], [274, 1], [1155, 1], [1612, 1], [556, 1], [1210, 1], [596, 1], [1543, 1]]",4.0
3124,88@2041,"[[1731, 1], [61, 1]]",3.0
3125,124@1963,"[[646, 1]]",5.0
3126,109@3810,"[[152, 1], [592, 1], [581, 1], [268, 1], [993, 1], [565, 1], [1213, 1], [186, 1]]",2.0
3127,75@4292,"[[2016, 1], [1513, 1]]",4.0
3128,104@1583,"[[355, 1]]",4.0
3129,68@491,"[[186, 1], [1213, 1], [941, 1], [2089, 1]]",3.0
3130,116@5180,"[[941, 1], [1931, 1], [1567, 1]]",2.0
3131,83@2045,"[[790, 1], [1977, 1], [445, 1], [351, 1], [1867, 1]]",5.0
3132,39@2029,"[[1546, 1], [428, 1]]",5.0
3133,31@2319,"[[777, 1]]",4.0
3134,146@2884,"[[596, 1], [1706, 1]]",4.0
3135,149@247,"[[1093, 1], [596, 1], [850, 1]]",4.0
3136,45@4867,"[[1040, 1], [501, 1]]",5.0
3137,105@3829,"[[15, 1], [1093, 1]]",3.0
3138,31@1634,"[[1567, 1], [1731, 1], [883, 1]]",3.0
3139,140@205,"[[186, 1], [1023, 1], [428, 1]]",4.0
3140,4@188,"[[1503, 1], [757, 1], [761, 1], [761, 1], [969, 1]]",4.5
3141,137@3872,"[[1479, 1], [596, 1], [1213, 1]]",4.0
3142,10@5154,"[[179, 1], [241, 1], [1213, 1], [1503, 1], [341, 1], [2079, 1], [69, 1], [1873, 1], [1946, 1], [1873, 1], [2079, 1], [1880, 1], [1172, 1], [966, 1], [102, 1], [1873, 1], [966, 1], [1732, 1]]",4.75
3143,64@1880,"[[1479, 1], [1315, 1]]",4.0
3144,47@667,"[[694, 1], [941, 1]]",1.0
3145,136@506,"[[2093, 1], [731, 1]]",4.0
3146,47@2358,"[[694, 1]]",4.0
3147,2@822,"[[757, 1], [380, 1], [1110, 1], [246, 1], [385, 1]]",4.0
3148,76@813,"[[1692, 1], [1889, 1], [1394, 1], [1526, 1], [1956, 1], [246, 1]]",4.0
3149,86@3590,"[[831, 1], [1467, 1]]",4.0
3150,16@1671,"[[207, 1], [1887, 1], [1104, 1]]",3.0
3151,54@1527,"[[1719, 1], [565, 1]]",3.0
3152,96@2654,"[[604, 1], [256, 1], [923, 1]]",2.0
3153,79@291,"[[1096, 1]]",4.0
3154,76@3417,"[[1479, 1], [1273, 1]]",4.0
3155,96@3396,"[[726, 1]]",3.0
3156,35@2585,"[[2071, 1], [731, 1]]",4.0
3157,131@3232,"[[541, 1], [643, 1], [501, 1], [124, 1]]",4.0
3158,22@1549,"[[152, 1]]",4.0
3159,89@2376,"[[125, 1]]",5.0
3160,42@2747,"[[1869, 1], [293, 1], [1692, 1], [738, 1]]",3.0
3161,122@568,"[[491, 1], [927, 1], [1479, 1]]",4.0
3162,22@5219,"[[274, 1], [1423, 1]]",4.0
3163,75@4512,"[[1363, 1], [596, 1]]",4.0
3164,92@4966,"[[736, 1], [445, 1], [1023, 1]]",4.0
3165,99@4030,"[[605, 1]]",4.0
3166,100@4743,"[[1023, 1]]",2.0
3167,11@1086,"[[1213, 1]]",4.0
3168,137@2523,"[[184, 1]]",4.0
3169,132@3229,"[[1873, 1], [1874, 1], [1479, 1], [1213, 1]]",5.0
3170,0@149,"[[845, 1], [1548, 1], [941, 1]]",4.0
3171,95@4460,"[[428, 1]]",4.0
3172,90@3694,"[[592, 1], [1692, 1], [761, 1], [569, 1], [1213, 1]]",4.0
3173,152@4448,"[[1887, 1], [565, 1]]",5.0
3174,18@4530,"[[835, 1], [268, 1], [501, 1], [1928, 1]]",3.0
3175,58@5137,"[[1674, 1], [579, 1], [1353, 1], [992, 1]]",5.0
3176,129@4855,"[[1873, 1], [246, 1], [883, 1]]",4.0
3177,109@3108,"[[1441, 1], [839, 1]]",5.0
3178,100@712,"[[144, 1], [1979, 1], [1380, 1], [1085, 1], [636, 1]]",3.0
3179,128@3942,"[[274, 1], [539, 1], [1946, 1]]",2.0
3180,148@2397,"[[2005, 1], [1521, 1], [605, 1]]",1.0
3181,141@4206,"[[1829, 1], [1479, 1], [1062, 1]]",3.0
3182,26@5215,"[[1874, 1], [1946, 1]]",4.0
3183,99@4129,"[[1273, 1]]",4.0
3184,56@616,"[[1869, 1], [835, 1], [1601, 1], [61, 1], [1189, 1], [83, 1], [268, 1], [1873, 1], [487, 1], [835, 1], [1155, 1], [768, 1], [1440, 1], [1213, 1], [1243, 1]]",5.0
3185,151@1184,"[[1078, 1], [1441, 1], [2046, 1], [246, 1], [1732, 1]]",4.0
3186,137@4817,"[[1248, 1], [1091, 1]]",4.0
3187,6@2577,"[[88, 1]]",4.0
3188,3@1802,"[[1934, 1], [151, 1], [1273, 1]]",4.0
3189,102@1885,"[[1093, 1], [186, 1], [690, 1]]",2.0
3190,31@3943,"[[152, 1], [1791, 1], [694, 1], [186, 1]]",4.0
3191,152@1677,"[[1368, 1], [1479, 1], [1979, 1]]",3.0
3192,42@3588,"[[1155, 1], [835, 1], [944, 1], [1397, 1], [1283, 1], [417, 1]]",4.0
3193,10@2836,"[[757, 1], [289, 1], [705, 1], [1092, 1], [1273, 1], [1341, 1], [605, 1]]",3.0
3194,104@2316,"[[1999, 1], [1016, 1], [1213, 1], [1679, 1]]",4.0
3195,149@869,"[[689, 1], [246, 1], [1078, 1]]",3.0
3196,102@2764,"[[1953, 1], [2037, 1]]",4.0
3197,101@2060,"[[163, 1], [703, 1], [1491, 1], [1849, 1]]",4.0
3198,9@1848,"[[186, 1], [1848, 1], [596, 1], [62, 1], [1423, 1]]",5.0
3199,152@798,"[[743, 1]]",4.0
3200,78@963,"[[1900, 1], [1023, 1], [984, 1], [1091, 1]]",4.0
3201,103@673,"[[635, 1], [1243, 1]]",4.0
3202,104@279,"[[1925, 1], [795, 1]]",5.0
3203,20@3213,"[[1273, 1]]",4.0
3204,63@3356,"[[581, 1], [1956, 1], [1213, 1], [268, 1]]",3.0
3205,137@1820,"[[694, 1], [1210, 1], [1210, 1]]",4.0
3206,78@1500,"[[186, 1], [1423, 1], [289, 1]]",2.0
3207,54@788,"[[1213, 1]]",1.0
3208,77@15,"[[1813, 1], [1213, 1]]",5.0
3209,146@2988,"[[83, 1], [1155, 1]]",5.0
3210,35@4053,"[[1189, 1], [1155, 1], [539, 1], [246, 1]]",4.0
3211,35@3924,"[[1978, 1], [268, 1]]",4.0
3212,35@2457,"[[15, 1], [326, 1], [1928, 1]]",4.0
3213,119@3455,"[[694, 1], [428, 1]]",4.0
3214,60@1089,"[[1189, 1], [1096, 1]]",5.0
3215,95@412,"[[694, 1], [1479, 1]]",1.0
3216,20@3140,"[[186, 1], [1213, 1]]",3.0
3217,4@3558,"[[1155, 1], [1210, 1], [969, 1], [731, 1]]",4.0
3218,92@1950,"[[1213, 1], [1279, 1], [596, 1], [152, 1]]",4.0
3219,118@4633,"[[1479, 1], [1273, 1], [592, 1], [289, 1], [1605, 1]]",4.0
3220,104@362,"[[186, 1], [1213, 1], [1928, 1]]",3.0
3221,131@1880,"[[1953, 1], [1692, 1]]",5.0
3222,102@3802,"[[969, 1]]",4.0
3223,1@4872,"[[293, 1], [1078, 1], [644, 1], [1708, 1]]",4.0
3224,22@4674,"[[1096, 1]]",3.0
3225,49@4107,"[[1286, 1]]",5.0
3226,79@1576,"[[1738, 1]]",5.0
3227,115@4906,"[[1273, 1]]",2.0
3228,7@1757,"[[694, 1], [1433, 1], [730, 1], [1213, 1], [69, 1]]",5.0
3229,3@3963,"[[913, 1]]",5.0
3230,74@2816,"[[1023, 1], [526, 1], [2061, 1], [1063, 1]]",5.0
3231,122@268,"[[268, 1], [2030, 1], [59, 1], [293, 1], [1213, 1]]",3.0
3232,101@968,"[[640, 1], [1679, 1], [1452, 1], [1702, 1]]",5.0
3233,91@433,"[[596, 1], [140, 1], [563, 1]]",4.0
3234,96@2510,"[[757, 1]]",5.0
3235,63@2095,"[[1874, 1]]",5.0
3236,123@3930,"[[1874, 1], [61, 1]]",5.0
3237,28@5208,"[[596, 1], [428, 1], [2046, 1]]",5.0
3238,18@1518,"[[70, 1], [501, 1], [596, 1]]",3.0
3239,108@236,"[[592, 1], [705, 1], [1714, 1], [1650, 1], [1455, 1], [191, 1], [191, 1]]",4.0
3240,147@4757,"[[1869, 1], [835, 1], [256, 1], [1514, 1]]",2.0
3241,134@1118,"[[440, 1], [234, 1], [777, 1], [2036, 1], [445, 1]]",5.0
3242,122@10,"[[881, 1], [1145, 1], [460, 1], [1744, 1], [1423, 1], [324, 1], [1867, 1]]",4.0
3243,122@4556,"[[491, 1], [77, 1], [635, 1], [1155, 1], [1850, 1]]",3.5
3244,113@3489,"[[268, 1], [1134, 1]]",4.0
3245,20@3339,"[[186, 1], [1479, 1]]",3.0
3246,50@5032,"[[592, 1], [692, 1], [59, 1], [1290, 1], [1567, 1]]",4.0
3247,66@4874,"[[705, 1]]",2.0
3248,113@2482,"[[294, 1], [1514, 1]]",5.0
3249,32@5149,"[[941, 1], [1567, 1], [1479, 1], [1213, 1]]",3.0
3250,113@1800,"[[1093, 1], [581, 1], [1650, 1], [186, 1], [1210, 1], [102, 1], [1213, 1]]",5.0
3251,109@4353,"[[1657, 1]]",2.0
3252,114@75,"[[1423, 1], [992, 1]]",5.0
3253,109@2507,"[[2034, 1], [596, 1]]",5.0
3254,104@2682,"[[393, 1], [1315, 1], [702, 1]]",5.0
3255,95@645,"[[2001, 1]]",3.0
3256,104@3319,"[[88, 1]]",3.0
3257,28@140,"[[1129, 1], [1567, 1], [1874, 1], [1273, 1], [491, 1], [709, 1]]",5.0
3258,144@4377,"[[268, 1], [596, 1], [545, 1], [581, 1]]",3.5
3259,114@3933,"[[564, 1], [385, 1]]",4.0
3260,92@1748,"[[581, 1], [1487, 1], [186, 1], [1688, 1], [556, 1], [1210, 1], [1956, 1], [1641, 1]]",4.0
3261,3@3010,"[[1457, 1], [1363, 1]]",4.0
3262,145@3657,"[[1787, 1], [1769, 1], [2073, 1], [1632, 1]]",5.0
3263,42@1115,"[[261, 1], [246, 1]]",3.0
3264,100@1654,"[[381, 1]]",3.0
3265,151@696,"[[694, 1]]",2.0
3266,51@3424,"[[157, 1], [777, 1]]",4.0
3267,109@3353,"[[294, 1], [1874, 1]]",5.0
3268,54@693,"[[835, 1], [835, 1], [676, 1]]",3.0
3269,89@2130,"[[1172, 1], [1956, 1], [1213, 1]]",3.0
3270,93@2498,"[[1278, 1], [565, 1], [1278, 1]]",2.0
3271,39@632,"[[694, 1], [479, 1], [1946, 1], [207, 1], [694, 1], [1780, 1]]",3.0
3272,71@2883,"[[268, 1]]",4.0
3273,16@5181,"[[761, 1], [246, 1], [1213, 1], [731, 1]]",5.0
3274,108@4607,"[[941, 1], [581, 1], [261, 1], [501, 1], [1067, 1], [246, 1]]",4.0
3275,48@3975,"[[1164, 1]]",2.0
3276,8@2489,"[[77, 1], [1956, 1]]",2.0
3277,103@1317,"[[635, 1], [761, 1]]",4.5
3278,83@4359,"[[5, 1], [1669, 1]]",4.0
3279,42@4171,"[[689, 1], [1126, 1], [1368, 1], [476, 1]]",3.0
3280,55@4588,"[[711, 1], [294, 1], [237, 1]]",4.0
3281,50@586,"[[792, 1], [1657, 1], [2016, 1], [1657, 1]]",1.0
3282,88@4863,"[[186, 1]]",4.0
3283,141@743,"[[186, 1], [992, 1]]",5.0
3284,121@2872,"[[1567, 1]]",5.0
3285,95@922,"[[21, 1], [795, 1]]",4.0
3286,92@4923,"[[1097, 1]]",5.0
3287,88@1058,"[[1272, 1], [1093, 1], [1897, 1], [1096, 1], [810, 1], [1397, 1], [1963, 1], [428, 1], [2062, 1], [1731, 1], [180, 1], [731, 1], [1096, 1], [385, 1]]",3.0
3288,144@2041,"[[1162, 1], [1738, 1], [913, 1]]",5.0
3289,19@2813,"[[1692, 1], [1479, 1]]",2.0
3290,83@1472,"[[1635, 1]]",3.0
3291,21@4275,"[[795, 1], [1979, 1]]",4.0
3292,42@185,"[[380, 1], [993, 1], [1213, 1], [77, 1], [186, 1], [152, 1]]",4.5
3293,140@567,"[[1273, 1], [62, 1], [1669, 1], [1423, 1]]",4.0
3294,26@3431,"[[592, 1]]",5.0
3295,147@4709,"[[1126, 1]]",3.0
3296,54@3149,"[[1744, 1], [565, 1]]",3.0
3297,131@2385,"[[795, 1]]",4.0
3298,104@5220,"[[1096, 1], [643, 1], [428, 1], [1491, 1], [385, 1]]",4.0
3299,75@1962,"[[1692, 1], [694, 1], [1045, 1]]",2.0
3300,152@1668,"[[1963, 1], [1502, 1]]",4.0
3301,22@68,"[[736, 1], [62, 1], [905, 1], [289, 1]]",5.0
3302,147@1663,"[[2048, 1]]",4.0
3303,69@1175,"[[1560, 1]]",4.0
3304,92@1429,"[[1191, 1]]",4.0
3305,103@614,"[[202, 1]]",5.0
3306,118@1307,"[[861, 1], [1639, 1], [1126, 1], [1273, 1], [646, 1]]",4.0
3307,145@1841,"[[694, 1], [2073, 1]]",2.0
3308,4@2321,"[[268, 1], [676, 1], [832, 1]]",3.0
3309,10@919,"[[148, 1], [1163, 1], [1059, 1], [1548, 1], [2024, 1], [186, 1], [992, 1], [1797, 1], [1928, 1], [1093, 1], [720, 1], [909, 1], [1536, 1]]",4.66666666667
3310,75@5153,"[[53, 1]]",4.0
3311,64@1761,"[[1189, 1]]",3.0
3312,134@5238,"[[186, 1], [1189, 1]]",5.0
3313,43@798,"[[1172, 1]]",3.0
3314,68@5,"[[388, 1], [1459, 1], [1946, 1]]",3.0
3315,39@2645,"[[792, 1], [1714, 1], [1172, 1], [1315, 1], [1914, 1], [476, 1]]",4.0
3316,56@1222,"[[186, 1], [1315, 1]]",5.0
3317,10@401,"[[694, 1], [1692, 1], [1650, 1], [1323, 1], [428, 1], [1210, 1], [445, 1], [694, 1], [1093, 1], [1692, 1], [1714, 1], [694, 1], [186, 1], [1963, 1], [445, 1], [476, 1], [69, 1], [1213, 1]]",1.5
3318,151@526,"[[592, 1], [2071, 1], [493, 1], [1567, 1], [731, 1], [1874, 1]]",4.0
3319,92@3761,"[[683, 1], [1397, 1], [256, 1], [445, 1]]",4.0
3320,62@1641,"[[1423, 1]]",5.0
3321,116@3105,"[[186, 1], [137, 1], [731, 1]]",3.0
3322,88@3492,"[[941, 1], [31, 1]]",4.0
3323,90@321,"[[1639, 1]]",3.0
3324,2@1675,"[[186, 1]]",4.0
3325,14@201,"[[293, 1], [1543, 1], [755, 1], [1550, 1]]",3.0
3326,31@276,"[[1188, 1], [2073, 1], [605, 1]]",5.0
3327,91@1800,"[[1189, 1], [581, 1], [1844, 1], [249, 1], [829, 1], [694, 1], [59, 1], [1213, 1], [1928, 1], [709, 1]]",4.5
3328,10@368,"[[879, 1], [641, 1], [1428, 1]]",4.0
3329,39@4778,"[[581, 1], [551, 1], [1059, 1], [137, 1], [643, 1], [1023, 1]]",5.0
3330,32@2283,"[[757, 1], [643, 1], [795, 1], [1874, 1], [1979, 1]]",5.0
3331,15@1890,"[[1023, 1], [605, 1]]",5.0
3332,108@2888,"[[723, 1], [15, 1], [1397, 1]]",4.0
3333,81@2541,"[[1869, 1], [1889, 1], [186, 1], [565, 1], [255, 1], [1213, 1], [2089, 1]]",4.0
3334,31@4403,"[[1213, 1]]",4.0
3335,16@5084,"[[152, 1], [689, 1], [694, 1], [1995, 1], [246, 1]]",5.0
3336,104@865,"[[1870, 1]]",4.0
3337,3@61,"[[186, 1]]",4.0
3338,56@2398,"[[1869, 1], [268, 1], [839, 1]]",4.0
3339,46@3675,"[[1874, 1]]",4.0
3340,129@1131,"[[1869, 1], [1719, 1], [268, 1], [835, 1]]",5.0
3341,40@2267,"[[2016, 1]]",3.0
3342,105@2854,"[[1874, 1]]",2.0
3343,18@2047,"[[186, 1], [137, 1], [1479, 1]]",3.0
3344,95@383,"[[941, 1], [1873, 1], [790, 1], [1155, 1], [1487, 1], [202, 1], [1873, 1], [731, 1]]",2.0
3345,5@2576,"[[1155, 1], [460, 1], [1955, 1]]",2.0
3346,47@2764,"[[47, 1], [142, 1], [1172, 1], [293, 1]]",5.0
3347,102@1496,"[[1521, 1]]",4.0
3348,42@4307,"[[491, 1], [1023, 1], [1075, 1], [289, 1], [293, 1], [705, 1], [55, 1], [1273, 1], [896, 1]]",4.5
3349,5@4166,"[[777, 1], [1210, 1], [1104, 1], [731, 1]]",2.0
3350,116@3333,"[[1213, 1]]",3.0
3351,102@597,"[[777, 1], [596, 1], [246, 1], [1213, 1]]",4.0
3352,88@1250,"[[293, 1], [186, 1], [1874, 1]]",4.0
3353,12@817,"[[1078, 1], [1258, 1], [873, 1], [1023, 1], [428, 1], [873, 1]]",4.0
3354,24@4389,"[[1093, 1], [377, 1], [1874, 1]]",4.0
3355,15@4203,"[[759, 1], [765, 1]]",5.0
3356,149@4529,"[[491, 1], [78, 1], [1155, 1], [1946, 1]]",5.0
3357,49@4810,"[[152, 1], [689, 1], [186, 1]]",4.0
3358,15@5202,"[[1479, 1]]",3.0
3359,146@336,"[[1363, 1], [137, 1], [1315, 1], [62, 1]]",4.0
3360,13@102,"[[1273, 1], [1913, 1], [1913, 1]]",4.0
3361,42@979,"[[596, 1], [743, 1], [643, 1]]",4.0
3362,4@4684,"[[1135, 1], [1874, 1], [1135, 1]]",4.5
3363,95@5235,"[[694, 1], [1273, 1]]",2.0
3364,92@1171,"[[1479, 1], [445, 1]]",2.0
3365,144@1254,"[[1889, 1], [864, 1], [1956, 1]]",4.0
3366,70@3971,"[[428, 1]]",4.0
3367,58@3997,"[[406, 1], [270, 1]]",3.0
3368,78@917,"[[941, 1]]",4.0
3369,1@1776,"[[1155, 1], [460, 1]]",3.0
3370,84@455,"[[581, 1], [738, 1]]",4.0
3371,61@4401,"[[1479, 1]]",1.0
